DOW,Time,LocationDescription,Beat,District,Ward,CommunityArea,PrimaryType
6,2.67,27,1214,12,27,28,3
5,13.5,129,1225,12,25,28,18
6,3.15,155,1215,12,26,24,3
6,0.65,19,1111,11,27,23,3
5,22,139,1922,19,32,6,8
6,3.92,155,1925,19,46,6,30
5,13.08,163,1934,19,44,6,9
5,12.75,155,1912,19,47,3,33
5,10.25,34,1724,17,33,16,33
5,18,159,1021,10,24,29,30
6,3.52,159,311,3,20,40,19
5,23.07,159,714,7,15,67,3
6,1.83,19,725,7,17,67,3
4,23,139,733,7,17,68,4
6,3.5,105,713,7,16,67,9
6,2.5,159,1134,11,24,29,3
5,22.4,124,624,6,6,44,2
5,23.13,19,612,6,17,71,3
6,0.77,155,621,6,17,71,3
6,3.98,159,1133,11,28,26,19
6,3.1,142,2011,20,40,4,2
5,23.55,139,632,6,8,44,2
6,1.87,59,632,6,6,44,33
6,2.78,139,2211,22,19,74,25
6,1,139,333,3,5,43,2
6,2,139,2211,22,19,74,7
5,22.5,139,815,8,23,57,25
4,20,159,523,5,34,53,25
6,0.02,159,1912,19,47,6,33
6,4.83,141,1533,15,28,25,3
6,3,159,1712,17,39,14,7
6,5.5,155,432,4,10,52,3
6,5.27,139,424,4,10,46,3
5,20.88,139,2032,20,47,4,4
6,4.17,19,122,1,42,32,25
6,6.25,143,1832,18,42,8,33
6,3.83,22,1831,18,42,8,33
6,3,141,823,8,15,66,3
6,3.33,139,2234,22,34,75,3
6,4.75,159,332,3,5,43,7
6,4.67,159,2223,22,21,73,14
6,0.12,29,1022,10,24,29,30
6,6.67,124,1135,11,2,27,33
6,1,103,123,1,2,32,3
6,5.37,19,2515,25,31,19,3
5,0.02,71,813,8,23,62,7
6,6.75,139,2212,22,19,75,3
5,11.33,155,725,7,17,67,33
6,7.83,175,833,8,13,65,25
6,5.5,103,2232,22,34,73,30
6,1,159,1421,14,35,23,3
7,9.83,9,1651,16,41,76,8
6,7.5,19,332,3,5,43,3
6,0.67,75,921,9,14,58,7
2,14,124,511,5,8,50,33
6,8,159,935,9,3,61,3
5,11,19,925,9,11,61,3
6,8.52,19,923,9,14,63,3
5,21.93,78,234,2,4,41,9
5,8,142,433,4,10,55,7
6,7.33,155,2413,24,40,2,2
6,2,19,533,5,9,54,25
6,3,139,2424,24,49,1,7
6,8.92,159,614,6,18,71,33
6,1,159,513,5,9,50,7
6,7.25,19,715,7,15,67,6
5,23.5,159,321,3,20,42,7
6,8.83,159,726,7,15,67,3
5,21,159,634,6,6,44,33
6,8.57,92,1531,15,37,25,33
5,21,159,1022,10,24,29,7
3,10,159,1434,14,32,22,33
5,12,159,224,2,3,38,25
7,10.5,139,2423,24,49,1,3
6,8.5,139,1023,10,28,29,2
5,22.75,17,2433,24,40,77,3
4,22,143,2213,22,21,73,9
5,20.5,159,1033,10,12,30,18
2,21.75,150,2131,2,4,41,2
6,9.83,19,2424,24,49,1,25
6,5.95,19,133,1,3,35,2
2,18,103,1834,18,42,8,9
5,22,159,832,8,15,66,7
1,0.02,159,1733,17,33,21,33
5,10,139,1123,11,28,27,9
5,22,159,1524,15,37,25,33
6,9,159,832,8,15,66,33
3,9,103,1634,16,30,15,33
6,8.5,159,225,2,20,40,18
5,6,159,1221,12,26,24,18
6,5,139,723,7,16,68,7
5,10,139,1923,19,44,6,4
6,6.17,159,623,6,6,44,3
6,2,19,1914,19,46,3,7
6,0.02,27,1812,18,43,7,33
6,9,19,214,2,4,36,3
4,20.5,19,1211,12,26,23,3
5,8,19,1724,17,33,16,3
6,6.67,140,1421,14,1,22,1
6,7.92,129,1433,14,32,24,33
5,20.75,159,2535,25,26,22,30
2,20.5,159,1423,14,26,24,18
6,1.77,139,1421,14,26,23,3
6,1.08,159,1422,14,26,23,2
6,3,139,1813,18,43,7,23
5,11.05,19,1414,14,35,22,7
6,8.17,19,421,4,7,43,3
6,9.92,131,1134,11,24,27,19
6,8.67,155,1533,15,24,25,19
5,17,19,1232,12,2,28,9
6,8,19,1513,15,29,25,4
6,9,139,1113,11,28,25,33
6,10.42,19,2524,25,31,20,33
5,22.5,159,2533,25,37,25,18
6,0.92,19,2413,24,50,2,3
4,16,141,2431,24,49,1,33
2,8,72,1211,12,26,24,9
5,16.67,96,1722,17,45,15,33
5,22.58,19,2422,24,49,1,7
5,13,159,1033,10,12,30,7
4,14,19,726,7,17,67,33
5,14.5,19,632,6,6,44,33
5,23.5,19,2433,24,48,77,3
4,14.5,140,2211,22,19,72,33
6,9.5,19,631,6,8,44,7
6,10.25,159,423,4,10,46,33
4,10.33,19,2212,22,19,75,33
4,9,139,1112,11,27,23,25
6,4.5,142,2412,24,50,2,7
5,19,19,631,6,6,44,2
6,5,139,1631,16,36,17,33
5,15,159,813,8,13,62,33
4,23,124,1024,10,22,30,7
6,7.5,159,1912,19,47,6,2
4,9.33,155,633,6,8,44,30
5,18.25,139,1633,16,38,15,32
6,3,139,1422,14,26,23,7
5,22,159,1733,17,33,16,33
6,10.17,159,2432,24,40,1,33
6,11.13,139,733,7,17,68,7
5,7.2,129,111,1,42,32,33
5,19,159,1932,19,32,7,18
5,22.5,19,732,7,17,68,3
7,12.9,25,735,7,17,67,9
6,11.5,159,1532,15,28,25,19
3,14.52,139,1621,16,41,12,4
5,12,124,1834,18,42,8,33
6,10.17,139,1614,16,36,17,25
4,17,159,124,1,2,28,33
5,9.5,140,1925,19,46,6,7
5,23,139,714,7,15,67,7
5,10.25,143,1834,18,42,8,33
3,10,19,2222,22,21,73,25
5,21,159,631,6,8,44,7
5,10.55,92,1823,18,27,8,9
6,9.5,142,312,3,20,42,2
6,8.83,19,324,3,5,43,3
5,22.77,19,232,2,20,40,3
3,16.65,104,813,8,13,65,12
6,9.5,75,112,1,42,32,33
5,19,159,531,5,9,49,33
2,8.5,96,835,8,18,70,9
5,20.5,159,511,5,21,49,30
6,8,19,512,5,9,49,3
5,17,159,1732,17,30,21,18
6,10,159,1922,19,32,5,33
6,10.83,19,423,4,10,46,7
6,5.8,157,725,7,17,67,3
1,14.83,9,1653,16,41,76,33
6,6.67,159,414,4,8,43,3
6,10.5,139,423,4,7,46,2
6,3,139,931,9,20,61,3
6,11.1,19,633,6,9,44,3
4,14.08,159,1133,11,28,27,34
6,1,175,632,6,6,44,33
6,12.25,17,833,8,13,65,30
6,11,139,613,6,21,71,7
6,10.33,139,715,7,15,67,3
5,21,159,735,7,17,67,18
6,11.67,139,1731,17,30,16,3
6,10.5,139,1711,17,39,13,4
6,12.08,59,511,5,21,49,19
6,8.17,19,314,3,20,42,3
6,12.33,155,733,7,17,68,25
7,20.25,19,331,3,5,43,33
4,12.95,141,1011,10,24,29,33
5,18,19,1513,15,29,25,3
5,22.5,159,1021,10,24,29,3
6,7,159,1232,12,2,28,7
6,10,159,1931,19,32,7,33
5,13,19,1522,15,29,25,3
6,5,159,632,6,8,44,25
5,15.5,159,1231,12,25,28,33
6,11.5,161,2534,25,30,20,17
5,17,139,513,5,34,49,25
6,11.17,139,1113,11,28,26,3
6,1.75,124,1125,11,2,27,6
6,10.77,159,1013,10,22,30,25
6,12.33,19,713,7,16,67,3
4,12,19,723,7,16,68,25
6,8.08,139,2521,25,31,19,3
6,12.08,139,2521,25,31,19,2
1,15,64,2511,25,36,17,33
6,1,27,1933,19,44,6,33
6,4,139,1914,19,46,3,3
5,17,139,2211,22,19,74,9
4,7,139,411,4,8,45,25
2,12.67,159,2534,25,30,23,26
6,10.33,139,2521,25,31,19,25
5,14,159,2013,20,48,77,33
5,19,159,1823,18,27,8,7
6,11.92,139,835,8,18,66,3
6,11.95,17,932,9,16,61,34
6,12,159,1122,11,28,26,3
6,9.07,19,1232,12,2,28,3
6,13.17,19,1135,11,2,27,7
6,12.17,139,1132,11,24,26,3
6,11.67,59,121,1,42,28,33
6,12,139,1731,17,38,15,25
6,12.48,127,1123,11,28,27,19
6,12.5,159,1131,11,24,25,26
6,11,159,1131,11,24,25,26
6,11.1,159,1013,10,22,30,30
6,6.83,17,1013,10,22,30,3
6,1,19,1014,10,24,29,3
6,12.92,175,1012,10,24,29,33
6,11.67,139,823,8,15,66,4
6,15,19,1033,10,12,30,33
6,1,155,922,9,14,58,3
2,0,142,432,4,10,52,33
5,21,159,2011,20,40,4,33
6,11.75,142,1132,11,24,29,19
5,18.5,155,1833,18,42,8,33
6,0.02,19,1732,17,35,16,33
6,13.67,159,322,3,6,69,7
6,12.8,155,1821,18,27,8,19
6,12.67,19,334,3,7,43,7
5,11,57,1434,14,32,24,33
3,9,139,633,6,6,44,9
6,13.17,19,1124,11,28,27,19
6,12.5,75,1833,18,42,8,33
6,12.5,155,522,5,34,49,19
6,13,155,312,3,20,42,19
6,13.08,159,821,8,14,58,7
6,12.37,159,2212,22,19,75,3
6,12.95,159,1522,15,29,25,19
5,13.5,92,713,7,16,67,25
6,14.17,159,2525,25,30,20,3
6,1.5,129,2433,24,40,77,3
6,13.2,159,712,7,16,68,28
6,13.88,19,1511,15,29,25,3
4,12,156,1432,14,32,22,9
6,14.08,155,931,9,20,61,28
6,11.5,156,513,5,9,50,33
6,12.58,19,1135,11,2,27,3
6,14.25,139,2521,25,31,19,3
6,14.17,155,2531,25,29,25,3
6,14.2,155,1134,11,24,27,19
6,0.5,155,1032,10,22,30,3
6,13.67,139,1522,15,29,25,7
6,10.82,156,1533,15,28,25,25
6,11.58,19,1522,15,28,25,3
6,9.67,163,1524,15,37,25,9
6,11.22,159,1531,15,37,25,3
6,14.5,155,1531,15,37,25,19
6,12.18,2,522,5,34,53,34
6,11.5,124,735,7,17,67,7
4,14.5,177,2524,25,31,20,33
6,13.3,156,833,8,13,65,33
6,14.5,156,1414,14,35,22,33
6,10,19,1931,19,32,5,7
7,6.25,25,1833,18,42,8,9
5,17.75,156,122,1,42,32,33
6,9,159,1723,17,33,14,33
6,13.5,159,1411,14,35,22,19
6,11,19,132,1,2,33,9
6,13,139,2212,22,19,72,3
6,14.87,155,414,4,8,43,19
6,14.48,159,2222,22,21,73,19
5,20.5,139,1524,15,37,25,8
6,11.75,159,1431,14,1,22,33
6,12.5,57,112,1,42,32,33
3,20,159,423,4,7,46,7
5,17,141,2013,20,48,77,7
6,12.75,129,833,8,13,65,33
6,14.5,155,331,3,5,41,33
6,15.5,155,1522,15,29,25,25
6,12.75,96,123,1,2,32,33
5,16,124,111,1,42,32,33
5,14.77,139,1931,19,32,5,25
6,14.42,75,112,1,42,32,33
6,15.07,75,833,8,13,65,33
4,21,159,1931,19,32,7,33
6,17,19,1713,17,33,14,33
6,13.33,155,1021,10,24,29,19
6,13.67,139,532,5,9,53,3
6,22.23,139,622,6,21,44,25
6,13,139,511,5,21,49,25
6,13.5,139,533,5,9,54,3
1,13,139,2232,22,34,73,9
5,21.82,168,532,5,9,53,4
4,7.25,139,1614,16,41,76,3
6,14.5,159,322,3,6,69,7
6,14.92,156,111,1,42,32,33
6,15.58,19,533,5,9,54,3
6,1.83,159,726,7,15,67,18
6,15.55,129,421,4,7,43,19
6,13.57,141,322,3,6,69,2
6,15.17,103,123,1,2,32,8
6,16.17,17,331,3,5,43,3
4,0.02,139,1824,18,43,8,9
5,21,56,1811,18,32,7,8
6,14.82,141,1115,11,28,26,2
6,15.43,64,1023,10,28,29,3
5,20,139,1132,11,28,26,3
6,16.25,142,524,5,34,53,30
6,16.92,139,433,4,10,55,2
6,16.13,159,2233,22,34,75,19
6,14,139,815,8,23,56,25
7,10.72,141,1724,17,33,16,33
6,15.25,155,812,8,23,64,28
6,14,159,133,1,3,35,33
5,9,124,1822,18,27,8,33
6,15.5,159,1112,11,27,23,25
5,21,159,611,6,17,71,7
6,12.7,155,1511,15,29,25,30
6,15.5,67,1822,18,43,8,33
6,14.8,155,611,6,17,71,19
6,15.92,96,131,1,2,33,33
2,0.02,139,832,8,18,66,9
6,14.5,96,832,8,15,66,33
6,16.08,96,1923,19,44,6,33
6,13.67,143,1925,19,44,6,25
3,20,139,2511,25,29,19,33
4,11.82,19,1624,16,38,15,9
6,16.25,139,224,2,3,38,3
6,16.67,75,833,8,13,65,33
6,17,155,312,3,20,42,3
6,15,96,735,7,17,67,9
6,16.25,159,622,6,21,44,8
7,21,19,1531,15,37,25,3
6,16.23,139,1034,10,28,30,34
6,12,124,924,9,12,61,3
5,22.75,155,712,7,20,68,26
3,22,19,1122,11,27,23,2
3,14,19,1712,17,39,14,33
6,10.5,175,323,3,6,69,7
6,14.25,19,612,6,21,71,2
5,14.5,139,632,6,6,44,4
6,17,75,2533,25,37,25,33
5,16,139,2515,25,30,19,9
6,14.5,129,2515,25,29,25,7
6,16.92,175,423,4,7,48,25
6,14,168,935,9,3,37,33
6,12,19,832,8,18,66,25
6,15.38,159,924,9,12,61,3
6,16.75,17,623,6,6,44,3
6,16.58,153,1923,19,44,6,19
4,16,19,823,8,15,66,2
6,7,155,831,8,15,66,30
6,14.5,139,2221,22,21,73,2
4,18,159,1431,14,35,22,33
6,11,69,213,2,3,38,9
6,14.25,75,2533,25,37,25,33
6,18,131,2011,20,40,4,9
6,23,19,614,6,18,71,33
6,10.5,139,1511,15,29,25,33
7,12,159,2011,20,40,4,2
7,21,159,1233,12,2,28,18
7,18,139,913,9,11,60,9
5,20,19,1233,12,2,28,2
6,17.83,75,2533,25,37,25,33
6,17,156,2521,25,31,20,33
6,18.67,139,1731,17,30,16,7
5,7.75,139,1212,12,1,24,4
6,16.33,159,1732,17,35,21,3
6,15,139,1634,16,38,15,9
6,18.5,155,2223,22,21,73,33
6,16.3,142,825,8,15,66,2
6,2,159,711,7,3,68,33
6,15,159,731,7,17,69,7
6,17,142,1522,15,29,25,7
6,17.17,139,1012,10,24,29,25
6,11,19,333,3,8,43,4
5,20,156,913,9,11,60,33
6,16,75,1833,18,42,8,33
6,18.25,75,112,1,42,32,33
6,15.58,155,1834,18,42,8,3
6,17,127,414,4,8,43,2
6,16.42,159,1834,18,42,8,2
6,11.95,139,611,6,18,71,25
6,19,159,713,7,16,67,19
5,16.5,21,2433,24,48,77,33
6,11,139,613,6,21,71,3
6,18.83,127,132,1,2,33,7
6,19.08,159,1414,14,35,22,2
6,18.42,141,712,7,16,68,3
6,14.22,124,1221,12,26,24,25
6,17.58,169,132,1,2,33,3
6,6.5,139,2221,22,21,71,7
6,18.38,168,712,7,16,68,18
6,16,139,433,4,10,52,7
5,23,159,2523,25,30,21,7
5,20,49,412,4,8,45,33
6,18,159,624,6,6,69,7
5,15.75,159,2534,25,30,20,7
6,18.67,159,1234,12,25,31,7
6,18.75,44,424,4,7,46,8
6,18.5,159,632,6,8,44,33
6,17.02,19,421,4,7,43,25
5,17,19,613,6,21,71,33
6,18.75,159,934,9,16,61,18
6,17.83,139,431,4,7,51,3
6,17,155,913,9,11,60,2
6,19.42,159,1131,11,24,25,19
6,16.33,155,334,3,7,43,30
6,18,159,1812,18,43,7,33
6,16.25,159,1533,15,28,25,19
6,18.42,155,1031,10,22,30,19
6,15,124,1412,14,35,21,33
6,19.5,142,1122,11,27,23,19
6,19.25,155,711,7,3,68,19
6,19.83,44,133,1,3,35,8
6,11.75,19,322,3,6,69,33
6,17.5,75,1833,18,42,8,9
6,17.75,156,2533,25,37,23,33
6,17.67,124,111,1,42,32,8
6,17,159,1424,14,1,24,33
6,19.5,139,513,5,9,49,7
5,13.5,58,1434,14,32,24,33
6,19.88,155,713,7,16,67,19
6,1,142,2514,25,31,19,7
6,19,155,731,7,17,69,2
1,18,131,131,1,3,33,33
6,19.67,155,1121,11,27,23,19
6,20.28,155,1024,10,22,30,19
6,19.83,155,1134,11,24,27,19
6,20,159,1033,10,12,30,3
6,19.25,139,332,3,5,43,33
6,18.25,75,1432,14,1,22,33
4,0.02,139,1711,17,39,13,25
6,17.33,156,1914,19,46,3,33
6,19.5,101,1915,19,46,3,33
4,1,139,411,4,8,45,33
6,19.5,155,825,8,15,66,19
6,18.47,101,835,8,18,70,3
6,1,124,332,3,5,43,33
6,10.33,139,833,8,13,65,4
6,18.37,142,725,7,15,67,2
6,18.63,75,1833,18,42,8,33
6,17.15,155,1113,11,28,26,23
6,15.33,155,433,4,10,55,30
6,19.08,143,1824,18,42,8,2
6,14,139,433,4,10,52,25
6,19.25,159,123,1,2,32,19
6,19.33,103,123,1,2,32,8
6,16.75,124,1215,12,27,24,33
3,0.02,75,2514,25,30,19,33
6,18.5,141,1731,17,30,16,7
6,20.05,96,524,5,34,53,33
6,18.3,159,622,6,21,71,19
5,15.5,139,531,5,9,50,6
6,18.33,36,1031,10,22,30,8
6,15.5,155,234,2,4,41,3
6,18.75,139,512,5,9,49,3
6,15,159,925,9,11,61,3
6,15.35,159,234,2,5,41,3
6,18.32,175,614,6,18,71,34
6,18.5,155,1133,11,24,26,19
6,20.17,155,612,6,17,71,19
6,10,139,334,3,7,43,23
6,18.83,156,623,6,17,69,33
6,19,110,1925,19,46,6,3
6,19.5,159,411,4,5,43,3
6,19.5,155,423,4,7,46,30
6,19.5,155,1033,10,12,30,3
6,19.08,159,1833,18,42,8,9
6,20.77,155,431,4,7,51,19
7,22.62,36,134,1,3,33,8
6,19.98,127,1713,17,33,14,34
6,17,159,321,3,5,42,33
6,20.83,142,321,3,20,42,3
6,16.07,19,932,9,16,61,23
6,20.9,19,733,7,17,68,25
1,15,139,2213,22,19,72,33
6,17,129,2512,25,36,18,25
6,15,96,2433,24,49,77,9
6,21,159,1812,18,43,7,33
6,19.95,19,1121,11,27,23,2
6,21.25,19,1925,19,46,6,33
6,15,96,2433,24,49,77,33
6,21.58,139,1122,11,27,23,7
6,20.92,139,711,7,20,68,3
6,10.5,19,611,6,21,71,4
6,20.17,75,112,1,42,32,33
6,18,153,1712,17,39,14,3
6,16.5,71,813,8,23,56,7
6,18.83,155,1135,11,28,29,19
6,20.5,159,1012,10,24,29,19
6,20,19,421,4,7,43,3
3,12,139,2534,25,37,23,4
6,20.78,139,1523,15,28,25,3
6,20.5,159,931,9,16,61,19
6,21.17,155,2512,25,29,19,2
6,21.65,159,522,5,9,53,19
6,0.02,124,2232,22,34,73,9
6,20.08,155,2533,25,37,25,28
6,21.33,155,532,5,9,53,3
6,22.33,155,1115,11,28,26,19
6,19.38,17,931,9,20,61,3
6,20.67,19,824,8,14,63,3
6,19.85,139,414,4,8,43,34
6,19,140,1723,17,39,16,4
6,16.25,155,1722,17,39,14,2
6,22,19,1433,14,1,24,3
6,16.75,159,1132,11,24,26,25
6,20,139,421,4,7,43,3
6,21.82,159,222,2,4,39,25
6,22.08,155,2523,25,30,21,14
6,22.25,155,1033,10,12,30,3
6,1.25,155,1533,15,29,25,30
6,20.37,159,735,7,17,67,19
4,9,139,424,4,10,46,33
6,10,124,314,3,5,42,9
6,21.23,159,1723,17,33,16,19
6,22.75,19,1122,11,27,26,3
6,21.83,143,123,1,2,32,33
6,21.77,155,1121,11,27,23,3
6,20.57,159,621,6,17,71,28
6,20.75,159,124,1,2,28,33
6,17.5,75,112,1,42,32,3
6,22.52,19,2424,24,49,1,3
6,21.22,19,733,7,17,68,3
6,21.87,17,1933,19,44,6,19
6,21.25,159,713,7,16,67,26
6,22.25,159,713,7,16,67,26
6,23,159,712,7,16,68,26
6,22.55,159,724,7,17,67,19
6,22.67,159,735,7,17,67,26
6,10.43,139,812,8,23,64,25
6,21,139,831,8,15,66,3
6,22.9,129,1233,12,25,31,19
6,23.75,159,1711,17,39,12,7
6,22.38,27,1424,14,1,24,3
6,23.67,159,2525,25,31,20,19
6,21.5,175,2514,25,30,19,33
6,22.75,44,533,5,9,54,7
6,23,139,512,5,9,50,3
6,20.5,139,632,6,6,44,25
6,23,159,725,7,15,67,3
6,14.5,19,631,6,8,44,3
7,0.08,155,1132,11,24,26,19
6,23.33,124,1215,12,27,28,8
6,21.75,78,111,1,42,32,33
6,23.58,159,723,7,16,68,25
6,15,140,1225,12,25,28,4
7,0.17,44,133,1,3,35,8
1,1,152,212,2,3,35,33
6,23.5,19,1012,10,24,29,3
6,22.58,168,723,7,6,68,34
6,23,159,715,7,15,67,19
6,21.33,156,713,7,15,67,25
6,0.32,155,2211,22,19,72,3
6,23.17,96,2222,22,21,71,3
6,23.25,51,2013,20,48,77,7
6,23.38,159,613,6,21,71,19
6,23.52,143,1831,18,42,8,17
7,0.17,19,1014,10,24,29,3
7,0.33,78,1232,12,27,28,33
6,23.87,159,835,8,18,66,28
7,0.5,141,824,8,16,63,3
7,0.02,159,821,8,14,58,7
7,0.43,159,734,7,17,67,19
6,18.6,141,2411,24,49,2,33
6,22.33,156,412,4,8,45,9
7,0.42,139,333,3,5,43,3
5,12.67,19,414,4,8,43,2
6,22.08,19,321,3,20,42,3
6,22,159,2221,22,21,73,2
6,23.33,139,1631,16,38,17,3
5,2.88,77,1633,16,38,15,7
6,21.3,141,533,5,9,54,3
6,22,159,132,1,2,33,7
7,0.83,9,1653,16,41,76,3
7,1,27,1232,12,2,28,7
7,0.9,159,1523,15,28,25,3
7,1.28,155,2535,25,26,22,3
6,20.5,139,2522,25,31,20,4
6,23.55,19,1531,15,37,25,2
6,22,19,2024,20,46,3,25
7,0.02,159,1811,18,32,7,33
7,1.75,19,1132,11,24,29,7
6,22.55,159,2411,24,49,2,34
6,23.5,139,512,5,9,49,3
7,1.08,92,2233,22,34,49,7
7,2,159,921,9,12,58,3
7,1.77,27,1831,18,42,8,3
7,0.75,92,131,1,2,33,30
6,2,71,1134,11,24,27,33
7,1.52,159,1522,15,29,25,19
7,1.08,139,824,8,16,63,3
6,23.5,19,1434,14,32,22,2
6,22.42,139,413,4,8,48,3
6,23,159,423,4,10,46,3
7,2.75,27,1224,12,27,28,3
7,2,159,713,7,15,67,3
7,1.52,139,524,5,34,53,1
7,1.75,139,2223,22,21,73,33
7,2.23,159,2534,25,27,23,19
7,2.75,139,2533,25,37,25,33
7,2.15,159,1221,12,27,23,19
7,1.95,159,912,9,11,31,30
7,0.23,155,1214,12,27,28,30
5,0,159,414,4,8,43,7
6,7.38,19,631,6,6,44,4
7,2.38,155,1224,12,27,28,3
7,2.97,161,1424,14,1,24,3
7,3.93,155,1911,19,47,4,3
7,3.15,75,2533,25,37,25,8
7,0.05,175,413,4,8,47,33
7,2.58,155,1211,12,26,24,3
7,1.75,155,1211,12,1,24,3
6,22.58,129,1512,15,29,25,30
6,15,19,1925,19,46,6,4
7,3.92,19,1922,19,47,5,3
7,3.18,155,1923,19,44,6,30
7,2,159,2522,25,31,19,7
7,1,155,123,1,2,32,3
7,2.03,155,2531,25,29,25,3
7,2.12,19,1413,14,26,22,3
7,0.25,19,931,9,20,61,3
7,4,17,1513,15,29,25,30
7,2.95,64,614,6,18,71,8
7,3.5,159,1613,16,41,10,33
7,1.58,124,1925,19,46,6,33
7,4.17,139,823,8,15,66,3
7,4,159,232,2,20,40,7
7,4.28,19,631,6,8,44,3
7,1,159,1224,12,27,28,33
7,4,19,421,4,7,43,3
7,0.08,71,1134,11,24,27,3
7,2.33,92,932,9,16,61,7
7,1.5,19,723,7,6,68,3
6,23.75,19,733,7,17,68,3
6,23.13,19,2433,24,48,77,3
6,23,139,711,7,3,68,3
7,4.08,19,2424,24,49,1,3
7,0.72,19,1111,11,37,23,3
7,0.42,139,1123,11,28,27,4
7,1.75,139,1111,11,37,23,3
7,4.25,19,624,6,6,44,3
7,3.07,155,2422,24,49,1,25
7,1.58,159,1132,11,24,26,30
7,4.33,155,1014,10,24,29,3
7,5.08,139,911,9,14,58,3
6,23,17,922,9,14,58,30
7,2.83,159,912,9,11,59,18
7,4,175,1831,18,42,8,3
7,1.5,139,621,6,17,69,33
7,4.5,155,1824,18,42,8,3
7,2,159,621,6,17,71,7
7,4.5,19,1523,15,29,25,7
6,14,17,1513,15,29,25,3
6,22,175,131,1,2,33,33
7,4.13,19,334,3,7,43,3
4,5,139,613,6,21,71,3
7,5.47,19,723,7,16,68,3
6,12.75,155,1935,19,43,7,33
7,4.88,155,2521,25,31,19,3
7,5.25,19,831,8,15,66,33
7,5.5,139,2533,25,31,20,7
7,4.33,17,1523,15,28,25,14
7,6,19,324,3,5,43,2
7,2.75,159,1523,15,28,25,3
2,16.75,13,1653,16,41,76,25
7,6.03,159,1513,15,29,25,2
7,5.93,19,1533,15,28,25,3
7,3.65,139,1113,11,28,25,3
7,5,71,1913,19,46,3,33
7,6.92,17,1135,11,2,27,3
7,6.5,139,712,7,16,68,3
7,6.67,159,1732,17,35,21,18
7,7.17,96,2023,20,48,77,33
7,7.13,159,2512,25,36,18,7
7,6.35,139,735,7,17,67,3
3,0.02,140,1812,18,43,7,4
6,21.5,157,331,3,5,43,18
7,4.25,19,1713,17,39,14,31
7,1.5,155,1713,17,33,14,3
7,5.12,129,1135,11,2,27,18
7,7,71,623,6,6,44,33
4,8,155,832,8,15,66,3
6,18.5,159,823,8,15,66,33
7,7.83,17,714,7,15,67,3
7,7,159,2523,25,31,21,7
7,7.42,110,212,2,4,36,31
7,8.07,95,1033,10,12,30,19
5,9,159,423,4,7,46,7
5,18,159,2534,25,30,23,7
7,5.5,139,324,3,5,43,3
6,21.33,142,833,8,13,65,33
6,22,159,2012,20,40,77,33
7,0.25,17,2024,20,48,3,7
6,0.02,92,2523,25,31,21,4
6,15.5,159,631,6,8,44,25
7,8,142,2523,25,31,21,2
7,2,159,1831,18,42,8,33
2,7.33,13,1653,16,41,76,25
4,5,159,613,6,21,71,25
6,21,159,825,8,15,66,33
7,7.17,19,1124,11,28,27,19
7,7.5,159,924,9,12,61,19
6,19,175,1935,19,43,7,7
7,0,19,513,5,9,49,8
6,23.83,159,2031,20,40,4,33
7,8.58,159,532,5,9,53,3
7,8.58,155,414,4,8,43,19
7,7.5,175,1233,12,2,28,7
3,15.33,15,1654,16,41,76,18
7,10.42,159,1122,11,27,23,19
5,1,159,433,4,10,52,3
7,10.25,141,1131,11,24,26,19
7,5.5,139,212,2,4,35,3
6,23.5,159,133,1,2,35,7
7,7.37,139,834,8,18,70,25
5,18,139,934,9,16,61,4
7,7.33,19,331,3,5,43,3
7,0.25,159,1732,17,30,21,33
6,18.5,159,1431,14,1,22,7
7,7.5,141,331,3,5,43,33
7,0.02,140,2433,24,48,77,4
6,7.97,159,634,6,6,44,33
3,8,155,723,7,20,68,9
7,10.5,140,831,8,18,66,7
7,0.02,124,232,2,20,40,18
7,9,141,611,6,17,71,3
6,21,159,1712,17,39,14,7
4,14,139,1631,16,36,17,9
4,21.5,159,2521,25,31,19,3
7,7.5,103,624,6,8,69,33
3,20,19,2525,25,35,22,3
5,19.17,139,2524,25,31,20,3
4,11.5,159,1934,19,44,6,33
6,12,139,1622,16,45,11,16
4,8,15,1654,16,41,76,18
6,7.25,19,1632,16,36,17,7
6,19.5,124,1621,16,45,11,33
6,12,139,1611,16,41,10,9
6,17,139,1633,16,38,15,7
7,2.97,101,1611,16,45,10,2
4,8,15,1654,16,41,76,18
7,10.5,155,1114,11,28,26,28
7,10.85,17,831,8,15,66,2
7,10.03,19,2413,24,50,2,3
7,1,155,2412,24,50,2,7
7,9.68,159,1532,15,28,25,19
3,9.75,15,1654,16,41,76,9
7,2,27,1831,18,42,8,33
7,8.5,159,823,8,15,66,18
2,17,19,312,3,20,42,3
1,7,159,1214,12,27,24,8
7,5,159,324,3,8,43,7
7,10.5,17,1221,12,26,24,7
7,9.5,139,834,8,18,70,7
1,13,124,433,4,10,55,9
6,16,139,1633,16,36,17,7
7,10,131,1513,15,29,25,23
6,12,142,2433,24,48,77,7
7,8,19,421,4,7,43,7
6,18,159,1413,14,26,22,18
7,11.3,159,1133,11,24,27,19
7,8,124,1824,18,42,8,33
6,23.5,159,913,9,11,60,2
6,22.5,159,1424,14,1,24,33
7,8,155,1024,10,22,30,3
7,1,19,533,5,9,54,33
7,8.5,159,923,9,14,63,3
6,18,139,523,5,9,53,33
6,20,103,2232,22,34,73,3
