DOW,Time,LocationDescription,Beat,District,Ward,CommunityArea,PrimaryType
7,10,19,231,2,3,40,3
7,11,139,1522,15,29,25,2
7,11.38,155,725,7,15,67,19
6,1.5,19,832,8,15,66,3
6,13,139,231,2,20,40,33
4,6,144,434,4,10,51,12
7,1,139,311,3,20,40,3
5,21,124,2012,20,40,4,7
6,17,159,2431,24,49,1,33
6,1,159,312,3,20,42,7
7,1,27,1832,18,42,8,33
7,12.08,175,821,8,14,58,7
7,10.85,19,324,3,5,69,8
7,11,159,1132,11,24,26,19
7,11.9,159,423,4,7,46,28
7,11.5,19,1012,10,24,29,3
7,11.07,155,1533,15,24,25,2
5,18,19,1235,12,25,31,25
7,10.2,155,1531,15,37,25,2
7,9.37,131,1134,11,24,27,19
7,10.97,141,513,5,34,49,3
7,6.5,139,933,9,3,61,3
6,18.5,155,2213,22,21,73,3
7,9.92,19,1623,16,45,15,3
6,18,175,1915,19,46,3,7
3,17.45,19,1624,16,38,15,25
6,22,159,811,8,23,56,7
7,12,139,1732,17,35,21,25
7,11.45,96,924,9,12,61,33
7,11.58,159,913,9,11,60,33
7,12.5,159,122,1,2,32,3
6,23,139,2213,22,21,73,7
4,0.02,139,715,7,15,67,33
7,12,155,1423,14,26,24,3
7,7.83,19,835,8,18,70,3
4,10.67,159,1423,14,26,24,33
7,11.5,139,1133,11,24,27,3
6,19.5,19,1012,10,24,29,7
6,23,19,1011,10,24,29,3
7,6,139,1133,11,24,27,3
6,11.5,49,1012,10,24,29,33
7,13,19,1114,11,28,26,7
7,8,159,1124,11,2,27,33
7,11.67,139,324,3,5,43,4
7,11.63,155,1013,10,22,29,3
7,10.92,155,312,3,20,42,3
7,9.93,159,1533,15,28,25,25
7,13.17,159,735,7,17,67,25
7,14.17,2,1533,15,28,25,19
6,18,159,1211,12,26,24,7
7,13,124,112,1,42,32,3
6,21,19,1622,16,45,11,7
7,13.5,129,412,4,8,48,7
6,22.5,159,1511,15,29,25,2
6,11,19,423,4,10,46,7
6,14,139,1122,11,28,26,25
7,13.83,19,2533,25,31,20,3
7,11.25,129,1814,18,43,7,33
7,4.58,139,624,6,6,69,33
7,13.42,159,611,6,18,67,19
7,13.17,159,2222,22,21,71,7
1,7.87,139,1614,16,36,76,9
7,13.58,92,1421,14,26,23,9
7,14.67,155,1122,11,28,26,19
6,21,139,1531,15,37,25,18
6,15,143,1821,18,27,8,33
7,13.98,127,331,3,5,42,31
7,9,129,2221,22,21,71,7
6,16,19,631,6,6,44,33
7,13.5,155,1511,15,29,25,3
6,18.52,139,2424,24,49,1,3
6,15,143,1821,18,27,8,9
7,2,139,321,3,20,42,25
7,15.42,155,2422,24,49,1,14
7,10.75,159,511,5,6,49,7
3,19,159,1723,17,39,16,33
6,8,159,1935,19,43,7,7
7,15.42,59,214,2,4,38,9
5,15.5,122,2515,25,30,19,33
6,15,139,1135,11,28,29,4
7,15,129,2413,24,40,2,3
1,15,139,1134,11,24,27,9
7,13.83,159,1931,19,32,6,33
7,15.25,129,512,5,9,49,33
7,16.25,142,1522,15,29,25,19
7,14.52,155,1225,12,2,28,3
7,9.5,139,821,8,14,58,25
7,13.83,143,711,7,16,68,33
7,11,19,1133,11,24,29,2
7,1,155,1221,12,1,24,30
6,18,159,1731,17,38,15,7
7,15,19,722,7,6,68,3
6,19.5,19,1821,18,27,8,33
7,15.25,155,726,7,17,67,3
7,14.5,139,423,4,7,48,3
7,13.85,96,411,4,5,43,33
7,15,159,2223,22,21,71,3
7,16.37,155,1914,19,46,3,9
7,15.65,155,314,3,5,42,2
7,0,159,2514,25,31,19,33
7,16.33,159,2533,25,37,25,2
7,16,155,1112,11,27,23,3
7,16.6,96,634,6,21,49,8
7,16.5,139,1133,11,24,26,3
7,16,139,2522,25,31,19,3
7,16,19,1125,11,2,27,7
7,14.85,96,1115,11,28,26,2
7,15.67,155,2535,25,30,23,30
6,9,159,2512,25,36,18,18
7,12,19,2525,25,30,22,33
7,14.5,19,421,4,7,43,7
7,13.75,159,421,4,7,43,2
7,15.75,139,223,2,4,38,3
7,2,155,322,3,6,69,30
7,15.35,129,1013,10,22,29,19
6,6,19,1013,10,22,30,33
7,12,129,1033,10,24,30,7
7,13.9,159,1633,16,38,15,2
7,17,159,512,5,9,49,7
7,16.85,19,1533,15,28,25,7
7,7,139,1524,15,37,25,7
7,13,129,2233,22,34,49,3
7,1.75,159,511,5,8,50,7
7,13.83,159,2222,22,21,71,3
7,17.5,139,511,5,8,50,3
7,15.5,19,911,9,12,58,3
7,16.5,155,324,3,5,43,3
7,0,153,1712,17,39,14,7
6,21,139,1614,16,41,76,4
7,15.5,159,726,7,17,67,3
7,17.22,19,1123,11,28,27,3
7,14.4,19,1125,11,2,27,2
7,17.97,92,824,8,16,63,33
1,20,139,733,7,17,68,3
7,17.5,156,2032,20,46,3,33
7,17.8,92,712,7,16,68,25
7,18.42,159,726,7,15,67,7
7,18.7,139,725,7,17,67,2
7,14.92,159,1921,19,32,5,3
7,16.17,139,1914,19,46,3,25
7,18,155,321,3,6,42,3
7,15.33,19,1925,19,46,6,3
7,18.17,141,2211,22,19,74,3
7,17.52,155,332,3,5,43,3
7,18.83,159,422,4,7,46,7
7,16.5,155,414,4,8,45,3
7,16.5,17,432,4,10,52,3
7,16.33,156,1224,12,27,28,33
4,21,155,1024,10,24,30,33
7,18.33,129,1232,12,2,28,2
7,18.42,155,1131,11,24,26,19
7,17.33,139,1632,16,36,17,7
7,18.25,155,1115,11,28,26,11
7,12.5,155,2012,20,40,77,2
6,21.88,124,1131,11,24,26,25
6,0.5,27,1831,18,42,8,33
6,17,143,1834,18,42,8,9
7,17,2,422,4,7,46,25
7,16,155,821,8,14,58,3
7,18.95,155,2531,25,29,25,25
7,8,19,1132,11,24,26,25
7,12.4,159,823,8,15,66,7
7,1.5,159,1414,14,35,22,33
7,12,161,1233,12,2,28,9
6,20,19,423,4,7,46,25
7,19.08,159,1533,15,28,25,19
7,17.58,129,1232,12,27,28,2
1,21,139,812,8,13,64,4
6,20,155,1034,10,25,31,33
7,14.17,19,815,8,23,57,25
7,17.75,139,513,5,9,50,3
7,19,139,413,4,8,48,3
7,16.83,141,825,8,15,66,3
7,18.5,159,1021,10,24,29,25
5,8,159,434,4,10,51,18
7,13,159,1213,12,27,24,33
7,17.75,143,1824,18,42,8,9
7,16.5,122,1224,12,2,28,33
7,16,159,823,8,15,66,25
7,18,59,1924,19,44,6,33
7,14,159,132,1,2,33,33
7,10.33,139,1915,19,46,3,4
7,19.33,143,1614,16,41,10,2
7,18.38,129,422,4,7,46,8
7,19.55,17,1914,19,46,3,19
7,8.5,139,533,5,9,54,7
7,19.5,142,1123,11,28,27,3
7,18.33,92,722,7,20,68,7
7,19.5,139,735,7,17,67,25
7,17.33,155,421,4,7,43,19
7,19.5,155,1112,11,27,23,19
7,18.67,19,1522,15,29,25,3
7,19.03,155,2534,25,37,23,19
7,16.5,142,1113,11,28,25,18
7,18.87,159,726,7,15,67,23
6,21,19,2534,25,30,20,4
7,18.22,67,1532,15,28,25,33
7,19.9,17,2524,25,35,22,19
7,20,139,1115,11,28,26,7
7,17.87,139,1133,11,24,26,25
7,18.17,17,612,6,21,71,11
7,19.75,156,132,1,2,33,2
7,17.83,143,112,1,42,32,9
7,19,122,2024,20,48,3,3
7,0.08,124,634,6,21,49,2
7,20.08,155,823,8,15,66,19
7,11,64,2515,25,37,19,33
7,17.5,129,923,9,14,63,2
7,18.75,65,1021,10,24,29,19
7,17.23,96,411,4,5,43,8
7,9,159,431,4,7,51,33
7,18.5,143,2221,22,19,72,2
7,19.5,139,1114,11,28,26,2
1,9,139,224,2,3,38,31
7,16.22,19,1733,17,33,16,2
7,14.25,141,331,3,5,43,2
7,18.73,64,623,6,6,69,2
7,19,159,722,7,20,68,25
7,9.67,19,331,3,5,43,4
6,16,143,1822,18,32,8,33
7,20.25,155,1121,11,27,23,19
6,11,139,633,6,6,44,4
7,19.17,155,1434,14,1,22,9
7,19.8,159,712,7,16,68,34
7,20.5,155,1115,11,28,26,19
3,8.83,57,1822,18,43,8,3
6,9,159,1522,15,29,25,18
7,20.5,139,921,9,12,58,7
7,14,19,1234,12,25,31,7
7,14,155,121,1,2,28,33
7,6.58,139,412,4,8,45,4
7,20,159,1033,10,24,30,33
7,18.92,153,831,8,15,66,19
7,19.5,19,715,7,15,67,7
7,20.68,155,1012,10,24,29,19
7,19.45,17,726,7,15,67,34
7,20.58,139,1024,10,22,30,25
7,20.57,129,423,4,7,45,19
7,14.25,143,113,1,42,32,33
7,19.48,159,414,4,7,46,25
7,20.75,156,2223,22,21,73,3
7,16.25,159,414,4,8,46,18
7,3,71,2422,24,49,1,7
7,21.25,159,1011,10,24,29,25
7,19.1,159,811,8,23,64,19
4,11.5,159,1624,16,38,15,33
6,20,139,423,4,7,46,33
4,21.12,34,2211,22,19,74,2
7,20,19,612,6,17,71,7
7,19.5,17,823,8,15,66,25
7,17.48,159,612,6,17,71,3
7,20.5,159,623,6,6,69,3
7,21.2,142,1935,19,43,7,8
7,0.02,124,621,6,17,71,9
7,20.75,159,1032,10,22,30,7
7,20.33,127,314,3,20,42,30
7,21,155,1223,12,2,28,3
7,19.25,159,2533,25,37,25,3
7,20.8,139,533,5,9,54,3
6,3,159,722,7,20,68,7
7,21.33,159,714,7,15,67,2
7,22.42,143,1831,18,42,8,8
7,19.17,159,1533,15,24,25,19
7,20.7,96,2023,20,48,77,33
7,17.85,19,421,4,7,43,7
7,22,155,1134,11,24,27,19
7,17.5,129,1124,11,28,27,7
7,17.25,156,925,9,11,61,3
7,16.67,59,933,9,16,61,3
7,19,139,922,9,12,58,3
7,19.45,139,1114,11,28,26,3
7,22,172,622,6,21,44,33
7,20.07,159,931,9,16,61,17
7,21.83,141,1215,12,27,24,25
7,19.5,129,2521,25,31,20,7
6,23.5,27,114,1,42,32,3
7,19.8,71,112,1,42,32,30
7,21.75,155,314,3,20,42,3
7,21,19,722,7,20,68,7
7,19,19,1434,14,1,24,3
7,21.45,159,734,7,17,67,7
7,17.5,139,2511,25,29,19,4
7,17.58,141,231,2,3,40,30
7,21.42,159,2212,22,19,75,18
7,22.5,139,726,7,17,67,19
4,17,159,2514,25,31,19,33
7,21.2,141,334,3,7,43,11
6,23,159,1911,19,47,4,33
7,21.83,19,2534,25,30,20,3
7,22.37,159,1732,17,30,21,1
7,21.33,139,431,4,10,51,7
7,22.83,155,1923,19,44,6,3
7,22.93,159,1132,11,24,26,3
7,20.55,175,835,8,18,70,2
7,20.42,159,713,7,15,67,19
7,16.33,155,614,6,18,71,3
3,23.27,124,2233,22,34,49,25
7,21.6,156,234,2,4,41,3
7,22.33,159,2233,22,34,75,3
7,22.67,27,1034,10,25,31,2
7,21.5,141,1031,10,22,30,3
7,22.58,17,1133,11,28,27,19
7,22.5,175,2535,25,30,23,25
7,20.63,159,312,3,20,69,28
7,22.88,159,1513,15,29,25,3
7,23.42,19,321,3,6,42,3
7,23.58,159,612,6,17,71,25
7,22.25,19,313,3,20,42,3
7,23,36,312,3,20,69,7
7,19.5,19,1014,10,24,29,7
7,22.72,17,1132,11,24,26,19
7,22.93,129,2523,25,30,21,28
7,22.75,155,2525,25,31,20,6
7,3.5,155,1424,14,1,24,30
7,21.9,159,232,2,20,40,28
7,23.67,155,733,7,17,68,19
7,14.75,22,124,1,2,28,9
7,21,127,1633,16,38,17,7
7,22.25,96,1123,11,28,27,34
7,21,175,332,3,5,43,18
7,22.92,159,735,7,17,67,19
7,14,129,1533,15,28,25,18
7,21.02,159,914,9,25,34,19
1,0.5,155,1134,11,24,27,19
7,23.03,159,934,9,16,61,3
7,23.97,27,1924,19,44,6,8
7,21,139,1632,16,36,17,25
7,23.67,155,1531,15,28,25,34
7,23.97,92,1522,15,29,25,14
7,23.75,155,333,3,5,43,30
7,22,159,724,7,17,68,3
7,22.27,19,214,2,3,38,3
1,0.7,159,1135,11,28,29,25
1,0.35,159,2514,25,30,19,3
7,17,19,323,3,6,69,4
1,0,159,726,7,15,67,3
7,23.67,124,121,1,42,28,19
7,23.57,19,1014,10,24,29,3
7,23.35,19,922,9,14,58,3
7,20.5,19,915,9,11,34,7
7,23.25,155,731,7,6,69,3
1,0.5,129,411,4,8,45,3
7,23.55,19,313,3,20,42,4
7,21.9,139,513,5,34,49,34
7,23.83,27,1924,19,44,6,3
5,16,140,1031,10,22,30,4
7,22.25,161,621,6,17,71,2
5,18,159,1433,14,1,24,18
7,22,139,1423,14,26,24,33
7,22.25,161,621,6,17,71,2
7,16,129,1833,18,42,8,33
1,0.07,139,532,5,9,53,3
7,20.5,139,913,9,11,60,3
1,0.02,159,411,4,5,43,7
7,17,159,726,7,15,67,2
7,21,139,2223,22,21,73,2
7,20,139,913,9,11,60,2
1,1,139,1111,11,37,23,3
1,0.03,19,1511,15,29,25,2
1,0.75,159,1135,11,2,27,3
1,0.5,139,833,8,13,65,7
1,1.08,19,831,8,15,66,3
7,23,175,825,8,15,66,33
1,1.25,175,1235,12,25,31,7
7,12.75,19,313,3,20,42,3
7,22.5,155,1111,11,28,25,30
1,1.27,159,815,8,14,57,9
1,1.33,155,1531,15,28,25,7
7,14,139,511,5,9,49,23
7,21.58,139,825,8,15,66,3
7,21.75,155,832,8,17,66,3
6,0.02,139,1733,17,33,16,6
7,18,127,1713,17,33,14,17
7,8,19,831,8,15,66,4
1,1,155,1713,17,33,14,3
1,0.5,69,112,1,42,32,2
1,1.02,139,422,4,7,46,3
7,9,19,1713,17,33,14,23
1,0.35,159,925,9,11,61,19
1,2.08,159,611,6,18,71,30
7,11.77,141,2232,22,34,73,33
1,1.95,19,2511,25,36,18,7
1,1.75,159,612,6,17,71,7
7,22.25,139,624,6,8,44,25
1,2,159,1023,10,12,30,7
1,2.9,139,421,4,7,43,3
1,2.17,19,2534,25,37,23,3
1,1.5,159,2532,25,37,25,3
7,23,159,932,9,16,61,3
1,2,19,923,9,14,63,3
1,1.32,139,922,9,14,58,3
7,21.75,159,1631,16,36,17,3
7,23.08,19,1011,10,24,29,7
7,6,139,1022,10,24,29,7
7,0.9,19,512,5,9,49,3
7,22.25,159,1434,14,1,24,2
1,1,139,1123,11,28,27,3
1,3,155,331,3,5,43,3
7,15.25,140,815,8,23,56,7
1,3.33,159,423,4,10,46,9
7,22.38,143,1212,12,32,24,33
1,0.08,139,1133,11,24,29,3
1,4.33,159,1132,11,24,26,33
1,3.17,139,813,8,13,65,3
1,1.67,139,1532,15,37,25,3
1,1.87,65,632,6,6,44,34
1,1.23,139,611,6,18,67,2
6,7.5,155,823,8,13,65,30
1,1.58,19,414,4,8,43,3
1,1.5,139,633,6,6,44,3
1,3.08,159,1135,11,2,28,2
1,3.82,139,835,8,18,66,3
7,10.5,159,932,9,16,61,18
1,2.23,159,232,2,20,40,7
1,4,129,1134,11,24,29,2
1,3.75,139,1135,11,2,27,3
1,3.33,159,1131,11,24,26,1
1,2.17,159,1233,12,2,28,19
7,20.5,127,1424,14,1,24,33
7,22.5,159,712,7,16,68,7
6,16.83,124,1933,19,44,6,9
1,3.48,159,1522,15,29,25,34
1,2.55,139,624,6,6,44,8
1,4.57,65,522,5,9,53,30
7,20.43,67,122,1,2,32,33
1,5.5,159,512,5,9,49,18
7,19.92,19,612,6,17,71,3
7,9.5,139,2523,25,30,21,25
7,22,19,621,6,17,69,4
7,13.5,156,622,6,21,44,33
7,16,159,622,6,21,44,7
1,5.5,140,1434,14,1,22,4
6,11.5,159,1024,10,22,30,7
7,20,159,1424,14,1,24,33
7,21.83,159,2424,24,49,1,3
1,1.33,27,2515,25,31,19,3
7,1,27,1831,18,42,8,33
5,7,142,524,5,34,53,33
7,23,159,531,5,9,49,7
7,22,159,1932,19,32,6,33
3,0,139,522,5,34,49,25
7,17.5,140,1922,19,32,5,4
2,20.25,103,1834,18,42,8,3
5,16.75,139,1613,16,41,10,25
6,19.75,139,212,2,4,36,25
1,7.92,175,823,8,15,66,25
1,7.83,19,612,6,17,71,3
1,8.75,159,2212,22,19,72,7
1,8,159,212,2,4,35,7
7,12,139,1433,14,1,24,9
1,3,140,1712,17,39,14,7
7,8.5,140,2411,24,50,2,7
1,8,140,726,7,15,67,4
1,5.42,139,1613,16,41,10,6
3,15,139,1223,12,25,31,25
1,7.25,141,423,4,10,46,2
1,9,155,1122,11,27,23,19
7,1,27,2013,20,48,77,33
1,7.13,124,1221,12,26,24,8
7,21,139,422,4,7,46,8
7,18,129,1011,10,24,29,18
4,11.52,139,932,9,16,61,19
1,0,139,2533,25,37,25,33
1,8.15,159,1112,11,27,23,19
1,5,155,1123,11,28,27,30
4,0,139,324,3,5,43,23
1,7.63,139,731,7,17,69,3
7,17.75,159,1913,19,46,3,18
1,9,96,1921,19,47,5,33
2,16.5,57,112,1,42,32,33
5,14,175,913,9,11,60,33
1,8.72,103,2232,22,34,73,30
7,18,139,213,2,3,38,23
1,0.08,139,834,8,18,70,8
1,8,124,1111,11,37,25,3
5,15,139,726,7,15,67,4
1,8.63,69,1824,18,42,8,19
1,10.05,159,734,7,17,67,19
1,10.73,17,1122,11,28,26,19
5,23,143,824,8,16,66,17
1,8.33,19,1533,15,28,25,3
1,6.55,19,1533,15,28,25,3
1,9.5,139,726,7,15,67,3
7,21,159,2524,25,35,22,33
1,10.9,155,1132,11,24,26,19
1,10.17,17,725,7,17,67,3
6,23,27,1924,19,44,6,33
7,0.02,139,1833,18,42,8,7
1,6,139,324,3,5,43,7
1,9.83,19,711,7,3,68,3
2,13,159,831,8,18,66,2
1,9,124,832,8,15,66,9
6,18,124,2534,25,37,23,4
3,13.5,159,825,8,15,66,33
7,15,124,1014,10,24,29,4
1,10.17,92,924,9,12,61,33
1,10.58,159,735,7,17,67,3
7,21.5,159,1225,12,25,28,33
7,23,159,1023,10,12,30,7
4,12,129,1831,18,42,8,33
1,2,142,1132,11,24,26,7
5,2,19,1421,14,1,24,3
1,9.25,25,1033,10,24,30,30
6,22.5,27,1414,14,35,22,9
6,12,139,2412,24,50,2,7
1,7.5,139,1915,19,46,3,33
6,22.5,27,1212,12,1,24,3
1,11.23,155,732,7,6,68,19
1,11.25,159,1112,11,27,23,19
7,0.02,22,1812,18,43,7,9
3,14,139,1834,18,42,8,9
7,19,140,1921,19,32,5,4
7,18,21,1412,14,35,21,33
1,11.75,155,114,1,42,32,19
6,21.5,103,132,1,2,33,33
5,18,159,1923,19,44,6,7
7,22,96,1811,18,43,7,7
7,0.02,19,432,4,10,52,33
1,11.5,139,513,5,34,49,3
6,12,139,711,7,20,68,33
1,7,159,523,5,34,53,33
6,10,139,533,5,9,54,25
7,0.02,142,632,6,6,44,33
1,10.83,142,522,5,34,49,33
4,3.5,159,2233,22,34,49,18
5,8,59,2531,25,29,25,33
1,7,19,1915,19,46,3,4
5,15.73,139,511,5,9,49,33
7,0.02,139,621,6,21,44,33
6,11.45,103,1833,18,42,8,9
7,22,159,833,8,13,65,18
1,11.08,124,234,2,5,41,25
7,0.02,139,621,6,21,44,9
1,11.25,159,712,7,16,68,25
1,11.83,159,1011,10,24,29,19
1,12,175,823,8,15,66,25
1,8,25,2221,22,21,73,25
1,10.5,96,1023,10,25,31,33
4,16,57,122,1,2,32,33
1,12.25,124,2431,24,49,1,9
1,11.97,155,713,7,16,67,19
1,11.67,92,214,2,3,38,3
7,17,155,1834,18,42,8,33
4,15,19,321,3,20,42,9
6,18,129,1831,18,42,8,7
1,12.17,129,1533,15,28,25,19
7,23.5,175,1011,10,24,29,7
1,5.75,159,1931,19,32,6,33
7,16.5,124,1831,18,42,8,9
4,16,139,733,7,17,68,33
7,17.33,124,1834,18,42,8,9
7,21,159,2222,22,21,71,18
5,17,139,2512,25,29,19,4
4,10,19,321,3,20,42,9
1,12.12,155,1411,14,35,21,28
4,12,19,321,3,20,42,9
6,15,125,2413,24,50,2,33
7,21,140,2233,22,34,49,7
1,9,159,2534,25,27,23,3
6,9,177,1732,17,35,16,9
1,11.5,77,1012,10,24,29,3
1,9.75,159,214,2,4,38,7
7,22,159,835,8,18,70,33
1,12.5,159,1634,16,45,15,33
1,11.67,159,324,3,5,43,28
6,22.5,27,1414,14,35,22,33
1,12.42,155,1112,11,27,23,25
5,20,19,1513,15,29,25,2
1,10.25,155,1132,11,24,26,19
1,0.08,159,1922,19,47,6,33
1,11.5,159,215,2,3,38,33
1,12.33,19,332,3,5,43,3
1,11,159,322,3,20,69,18
4,13.08,156,323,3,6,69,25
7,23,159,813,8,13,62,18
1,9.33,19,421,4,7,43,3
1,3,159,712,7,16,68,3
1,11.5,139,422,4,7,46,3
1,9.85,19,421,4,7,43,3
1,12.65,155,1021,10,24,29,19
5,21.5,139,1915,19,46,3,6
1,12.5,159,2512,25,29,19,3
7,14,143,234,2,4,41,23
1,12,155,312,3,20,42,3
1,12.05,19,2533,25,37,25,6
1,12.45,168,313,3,20,42,19
1,11.93,17,313,3,20,42,19
1,13.25,139,411,4,5,43,33
1,13.08,141,1135,11,28,29,2
4,1,19,1813,18,43,7,31
1,9.5,19,1432,14,32,22,3
6,21,77,611,6,18,71,18
1,10,159,1133,11,24,29,7
1,11,139,2422,24,49,1,3
1,13.23,155,1831,18,42,8,33
4,8.25,126,121,1,2,28,33
1,12.62,124,124,1,2,28,3
7,23.5,142,726,7,17,67,18
7,13.83,19,434,4,10,51,33
6,10,159,1924,19,44,6,33
7,20,159,1023,10,12,30,7
3,23,159,622,6,21,71,7
1,12.22,17,934,9,16,61,33
2,8,124,612,6,17,71,33
3,9,101,1834,18,42,8,33
6,9,124,1611,16,41,10,9
1,10.33,139,1611,16,41,10,33
1,0.02,155,913,9,11,60,3
1,6,124,124,1,2,28,33
1,13.42,159,1133,11,24,29,19
3,8.72,159,1723,17,33,16,23
7,12,139,322,3,20,69,33
1,12.1,78,332,3,5,43,2
2,0,139,1621,16,41,12,23
1,13.58,155,313,3,20,42,19
4,12.43,19,1432,14,32,22,9
7,9,140,633,6,9,44,33
1,14.17,92,1533,15,24,25,8
1,13.5,159,1831,18,42,8,3
7,23,159,212,2,4,35,18
4,15,117,1214,12,27,24,33
6,22,139,211,2,2,35,33
1,12.92,159,831,8,18,66,19
1,11,139,2532,25,37,25,3
1,13.58,159,735,7,17,67,19
7,20.92,59,513,5,9,49,2
6,0,139,531,5,9,49,33
1,13.25,142,1133,11,24,27,19
6,12,159,1731,17,38,15,33
1,14.17,129,1523,15,28,25,19
7,8,19,2033,20,46,3,9
1,13.5,59,232,2,20,40,3
1,9,142,2512,25,29,19,33
1,14,124,411,4,8,45,25
1,4,19,312,3,20,42,7
7,21,159,1023,10,28,29,33
7,22,129,114,1,42,32,33
1,13.7,159,1111,11,37,23,19
1,13.1,159,222,2,4,39,25
4,8,19,2511,25,36,18,12
1,13.5,155,712,7,16,68,19
1,12.87,159,611,6,21,71,19
1,11.75,139,133,1,4,35,9
2,3.5,159,124,1,2,28,9
1,12.75,17,1524,15,37,25,7
1,12,159,1115,11,28,26,30
1,14.72,142,1132,11,24,26,19
1,12.5,75,112,1,42,32,33
1,15.17,142,726,7,15,67,33
1,13.83,156,1434,14,32,24,33
6,10.25,139,422,4,7,46,9
3,15.92,13,1651,16,41,76,33
1,12.25,75,112,1,42,32,33
1,15.33,155,1914,19,46,3,19
1,15.25,92,1533,15,28,25,11
1,15.33,155,1011,10,24,29,19
3,13,159,211,2,2,35,33
1,15.83,142,1532,15,28,25,19
1,13.47,142,1412,14,35,22,19
1,15.22,155,712,7,16,68,25
1,15.5,19,2521,25,31,19,3
7,9,139,334,3,7,43,9
1,14,124,314,3,20,42,33
1,14.33,96,1922,19,44,6,33
1,14.58,17,612,6,17,71,19
1,15.55,175,925,9,3,37,19
1,10.58,129,834,8,13,70,33
1,12.5,139,1234,12,25,31,3
6,23,140,1233,12,25,31,7
6,4,139,522,5,34,53,7
7,20.5,159,1231,12,2,28,3
4,15,139,522,5,34,49,4
7,21.5,19,1011,10,24,29,23
1,15.25,155,1121,11,27,23,19
7,16.5,19,1112,11,27,23,7
1,14.35,19,934,9,16,61,9
1,15,19,522,5,34,53,33
1,7,71,113,1,2,32,33
1,12.67,156,1134,11,28,27,33
1,5.03,155,1123,11,28,27,30
1,2,159,1421,14,35,22,7
1,15.67,155,1133,11,24,27,30
1,13,19,1133,11,24,29,7
1,7.5,159,2523,25,31,20,7
3,16,159,621,6,17,71,7
1,15.72,155,322,3,6,69,25
1,11,139,1225,12,25,28,7
1,0.08,159,1135,11,28,29,30
1,16.02,155,822,8,14,63,25
1,12.47,124,1231,12,2,28,34
4,14.75,131,2515,25,29,19,33
1,15,131,2515,25,29,19,25
1,14.85,159,614,6,21,71,19
1,10,103,114,1,42,32,33
6,12.5,150,1712,17,39,13,33
1,14,124,1934,19,44,6,9
1,16.5,159,2232,22,9,73,34
1,15.37,155,1524,15,37,25,3
7,20,159,421,4,7,43,33
7,18.25,139,713,7,16,67,2
1,16.25,139,821,8,14,57,9
1,13,143,122,1,42,32,33
3,10,139,1733,17,33,21,9
1,14.75,124,835,8,18,66,2
1,17.28,155,1533,15,28,25,19
1,15.92,159,1121,11,27,23,25
1,15.75,129,833,8,13,65,3
7,0,139,324,3,5,43,31
5,9,139,312,3,20,69,33
1,16.75,75,1914,19,46,3,33
1,7,19,332,3,5,43,33
7,20,159,423,4,7,46,18
1,16.82,159,423,4,10,46,25
1,16,159,422,4,7,46,3
1,16.08,75,632,6,6,44,33
1,12,142,322,3,20,69,3
1,16,129,1914,19,46,3,33
1,16.3,155,1111,11,37,23,3
1,16.67,143,1134,11,24,27,8
1,17.5,139,1122,11,28,26,2
1,13.72,56,123,1,2,32,31
1,15.5,159,1122,11,27,23,2
1,13.5,75,1834,18,42,8,2
1,17.37,159,1122,11,28,26,2
1,1,159,1122,11,27,26,18
1,7.55,124,1934,19,44,6,9
1,16,156,113,1,42,32,33
1,15,159,1935,19,43,7,7
6,21.5,139,1111,11,37,23,7
1,15.75,19,332,3,5,43,33
7,23,159,1434,14,1,22,18
1,15.83,139,1115,11,28,26,33
1,9,140,2223,22,21,73,4
7,17.75,124,621,6,17,71,33
7,15,129,925,9,11,61,33
1,15,139,1911,19,47,4,7
1,15.25,122,1823,18,27,8,7
1,15.75,139,1513,15,29,25,25
5,9,142,1933,19,44,6,33
5,20.25,139,1614,16,41,76,25
1,8,129,122,1,42,32,33
1,15.35,159,723,7,6,68,14
1,15.75,141,623,6,17,44,33
1,15.5,156,2412,24,50,2,33
5,18,159,1831,18,42,8,7
1,16.55,159,1624,16,38,15,19
7,17.5,142,1122,11,28,26,33
7,13,159,1711,17,39,13,25
3,1,159,1434,14,1,22,33
1,16.7,96,1722,17,45,15,33
1,14.33,8,1654,16,41,76,33
1,9.5,140,1213,12,1,24,4
1,17,139,214,2,4,38,7
4,20.5,142,1611,16,41,9,7
7,23,159,1923,19,44,6,33
1,16.5,159,1622,16,38,15,7
4,9,139,1632,16,36,17,9
6,12,139,1622,16,45,11,9
1,9,19,2433,24,40,77,2
7,2,140,2432,24,40,1,7
1,15,19,333,3,7,43,33
1,17,19,833,8,13,65,25
1,13.68,143,834,8,13,70,25
1,14.5,155,725,7,17,67,3
1,15.65,139,815,8,23,57,3
1,16,92,712,7,16,68,33
1,7.25,139,822,8,14,62,4
1,14,139,832,8,17,66,9
5,19.5,77,2213,22,19,72,33
6,17.22,139,2212,22,19,75,25
1,18.33,129,121,1,2,28,33
3,9,139,632,6,6,44,25
3,10,159,1925,19,44,6,33
2,9,124,122,1,2,32,9
1,17,21,821,8,14,57,33
1,14,142,1113,11,28,26,33
7,22,140,2211,22,19,72,7
7,12,139,912,9,11,59,7
1,11,124,1834,18,42,8,7
1,18,159,1231,12,2,28,33
6,17,159,1935,19,43,7,33
1,17.6,155,1522,15,29,25,19
6,19,139,2411,24,50,2,7
