Date,Time,LocationDescription,Beat,District,Ward,CommunityArea,PrimaryType
04/04/2015 12:00:00 PM,,139,2412,24,50,2,7
04/06/2015 07:30:00 AM,,139,1915,19,46,3,33
04/04/2015 10:30:00 PM,,27,1212,12,1,24,3
04/06/2015 11:14:00 AM,,155,732,7,6,68,19
04/06/2015 11:15:00 AM,,159,1112,11,27,23,19
04/05/2015 12:01:00 AM,,22,1812,18,43,7,9
03/11/2015 02:00:00 PM,,139,1834,18,42,8,9
04/05/2015 07:00:00 PM,,140,1921,19,32,5,4
04/05/2015 06:00:00 PM,,21,1412,14,35,21,33
04/06/2015 11:45:00 AM,,155,114,1,42,32,19
04/04/2015 09:30:00 PM,,103,132,1,2,33,33
04/03/2015 06:00:00 PM,,159,1923,19,44,6,7
04/05/2015 10:00:00 PM,,96,1811,18,43,7,7
03/29/2015 12:01:00 AM,,19,432,4,10,52,33
04/06/2015 11:30:00 AM,,139,513,5,34,49,3
04/04/2015 12:00:00 PM,,139,711,7,20,68,33
04/06/2015 07:00:00 AM,,159,523,5,34,53,33
04/04/2015 10:00:00 AM,,139,533,5,9,54,25
04/05/2015 12:01:00 AM,,142,632,6,6,44,33
04/06/2015 10:50:00 AM,,142,522,5,34,49,33
04/02/2015 03:30:00 AM,,159,2233,22,34,49,18
03/27/2015 08:00:00 AM,,59,2531,25,29,25,33
04/06/2015 07:00:00 AM,,19,1915,19,46,3,4
03/27/2015 03:44:00 PM,,139,511,5,9,49,33
03/22/2015 12:01:00 AM,,139,621,6,21,44,33
04/04/2015 11:27:00 AM,,103,1833,18,42,8,9
04/05/2015 10:00:00 PM,,159,833,8,13,65,18
04/06/2015 11:05:00 AM,,124,234,2,5,41,25
03/22/2015 12:01:00 AM,,139,621,6,21,44,9
04/06/2015 11:15:00 AM,,159,712,7,16,68,25
04/06/2015 11:50:00 AM,,159,1011,10,24,29,19
04/06/2015 12:00:00 PM,,175,823,8,15,66,25
03/23/2015 08:00:00 AM,,25,2221,22,21,73,25
04/06/2015 10:30:00 AM,,96,1023,10,25,31,33
04/02/2015 04:00:00 PM,,57,122,1,2,32,33
04/06/2015 12:15:00 PM,,124,2431,24,49,1,9
04/06/2015 11:58:00 AM,,155,713,7,16,67,19
04/06/2015 11:40:00 AM,,92,214,2,3,38,3
04/05/2015 05:00:00 PM,,155,1834,18,42,8,33
02/26/2015 03:00:00 PM,,19,321,3,20,42,9
04/04/2015 06:00:00 PM,,129,1831,18,42,8,7
04/06/2015 12:10:00 PM,,129,1533,15,28,25,19
04/05/2015 11:30:00 PM,,175,1011,10,24,29,7
04/06/2015 05:45:00 AM,,159,1931,19,32,6,33
04/05/2015 04:30:00 PM,,124,1831,18,42,8,9
04/02/2015 04:00:00 PM,,139,733,7,17,68,33
04/05/2015 05:20:00 PM,,124,1834,18,42,8,9
04/05/2015 09:00:00 PM,,159,2222,22,21,71,18
03/27/2015 05:00:00 PM,,139,2512,25,29,19,4
02/26/2015 10:00:00 AM,,19,321,3,20,42,9
04/06/2015 12:07:00 PM,,155,1411,14,35,21,28
02/26/2015 12:00:00 PM,,19,321,3,20,42,9
03/14/2015 03:00:00 PM,,125,2413,24,50,2,33
04/05/2015 09:00:00 PM,,140,2233,22,34,49,7
04/06/2015 09:00:00 AM,,159,2534,25,27,23,3
02/14/2015 09:00:00 AM,,177,1732,17,35,16,9
04/06/2015 11:30:00 AM,,77,1012,10,24,29,3
04/06/2015 09:45:00 AM,,159,214,2,4,38,7
04/05/2015 10:00:00 PM,,159,835,8,18,70,33
04/06/2015 12:30:00 PM,,159,1634,16,45,15,33
04/06/2015 11:40:00 AM,,159,324,3,5,43,28
04/04/2015 10:30:00 PM,,27,1414,14,35,22,33
04/06/2015 12:25:00 PM,,155,1112,11,27,23,25
04/03/2015 08:00:00 PM,,19,1513,15,29,25,2
04/06/2015 10:15:00 AM,,155,1132,11,24,26,19
04/06/2015 12:05:00 AM,,159,1922,19,47,6,33
04/06/2015 11:30:00 AM,,159,215,2,3,38,33
04/06/2015 12:20:00 PM,,19,332,3,5,43,3
04/06/2015 11:00:00 AM,,159,322,3,20,69,18
04/02/2015 01:05:00 PM,,156,323,3,6,69,25
04/05/2015 11:00:00 PM,,159,813,8,13,62,18
04/06/2015 09:20:00 AM,,19,421,4,7,43,3
04/06/2015 03:00:00 AM,,159,712,7,16,68,3
04/06/2015 11:30:00 AM,,139,422,4,7,46,3
04/06/2015 09:51:00 AM,,19,421,4,7,43,3
04/06/2015 12:39:00 PM,,155,1021,10,24,29,19
04/03/2015 09:30:00 PM,,139,1915,19,46,3,6
04/06/2015 12:30:00 PM,,159,2512,25,29,19,3
04/05/2015 02:00:00 PM,,143,234,2,4,41,23
04/06/2015 12:00:00 PM,,155,312,3,20,42,3
04/06/2015 12:03:00 PM,,19,2533,25,37,25,6
04/06/2015 12:27:00 PM,,168,313,3,20,42,19
04/06/2015 11:56:00 AM,,17,313,3,20,42,19
04/06/2015 01:15:00 PM,,139,411,4,5,43,33
04/06/2015 01:05:00 PM,,141,1135,11,28,29,2
03/26/2015 01:00:00 AM,,19,1813,18,43,7,31
04/06/2015 09:30:00 AM,,19,1432,14,32,22,3
04/04/2015 09:00:00 PM,,77,611,6,18,71,18
04/06/2015 10:00:00 AM,,159,1133,11,24,29,7
04/06/2015 11:00:00 AM,,139,2422,24,49,1,3
04/06/2015 01:14:00 PM,,155,1831,18,42,8,33
04/02/2015 08:15:00 AM,,126,121,1,2,28,33
04/06/2015 12:37:00 PM,,124,124,1,2,28,3
04/05/2015 11:30:00 PM,,142,726,7,17,67,18
04/05/2015 01:50:00 PM,,19,434,4,10,51,33
04/04/2015 10:00:00 AM,,159,1924,19,44,6,33
04/05/2015 08:00:00 PM,,159,1023,10,12,30,7
02/18/2015 11:00:00 PM,,159,622,6,21,71,7
04/06/2015 12:13:00 PM,,17,934,9,16,61,33
02/10/2015 08:00:00 AM,,124,612,6,17,71,33
04/01/2015 09:00:00 AM,,101,1834,18,42,8,33
04/04/2015 09:00:00 AM,,124,1611,16,41,10,9
04/06/2015 10:20:00 AM,,139,1611,16,41,10,33
04/06/2015 12:01:00 AM,,155,913,9,11,60,3
04/06/2015 06:00:00 AM,,124,124,1,2,28,33
04/06/2015 01:25:00 PM,,159,1133,11,24,29,19
02/11/2015 08:43:03 AM,,159,1723,17,33,16,23
04/05/2015 12:00:00 PM,,139,322,3,20,69,33
04/06/2015 12:06:00 PM,,78,332,3,5,43,2
06/01/2004 12:00:00 AM,,139,1621,16,41,12,23
04/06/2015 01:35:00 PM,,155,313,3,20,42,19
04/02/2015 12:26:00 PM,,19,1432,14,32,22,9
04/05/2015 09:00:00 AM,,140,633,6,9,44,33
04/06/2015 02:10:00 PM,,92,1533,15,24,25,8
04/06/2015 01:30:00 PM,,159,1831,18,42,8,3
04/05/2015 11:00:00 PM,,159,212,2,4,35,18
04/02/2015 03:00:00 PM,,117,1214,12,27,24,33
03/28/2015 10:00:00 PM,,139,211,2,2,35,33
04/06/2015 12:55:00 PM,,159,831,8,18,66,19
04/06/2015 11:00:00 AM,,139,2532,25,37,25,3
04/06/2015 01:35:00 PM,,159,735,7,17,67,19
04/05/2015 08:55:00 PM,,59,513,5,9,49,2
10/01/2005 12:00:00 AM,,139,531,5,9,49,33
04/06/2015 01:15:00 PM,,142,1133,11,24,27,19
04/04/2015 12:00:00 PM,,159,1731,17,38,15,33
04/06/2015 02:10:00 PM,,129,1523,15,28,25,19
03/22/2015 08:00:00 AM,,19,2033,20,46,3,9
04/06/2015 01:30:00 PM,,59,232,2,20,40,3
04/06/2015 09:00:00 AM,,142,2512,25,29,19,33
04/06/2015 02:00:00 PM,,124,411,4,8,45,25
04/06/2015 04:00:00 AM,,19,312,3,20,42,7
04/05/2015 09:00:00 PM,,159,1023,10,28,29,33
04/05/2015 10:00:00 PM,,129,114,1,42,32,33
04/06/2015 01:42:00 PM,,159,1111,11,37,23,19
04/06/2015 01:06:00 PM,,159,222,2,4,39,25
10/02/2008 08:00:00 AM,,19,2511,25,36,18,12
04/06/2015 01:30:00 PM,,155,712,7,16,68,19
04/06/2015 12:52:00 PM,,159,611,6,21,71,19
04/06/2015 11:45:00 AM,,139,133,1,4,35,9
03/03/2015 03:30:00 AM,,159,124,1,2,28,9
04/06/2015 12:45:00 PM,,17,1524,15,37,25,7
04/06/2015 12:00:00 PM,,159,1115,11,28,26,30
04/06/2015 02:43:00 PM,,142,1132,11,24,26,19
04/06/2015 12:30:00 PM,,75,112,1,42,32,33
04/06/2015 03:10:00 PM,,142,726,7,15,67,33
04/06/2015 01:50:00 PM,,156,1434,14,32,24,33
04/04/2015 10:15:00 AM,,139,422,4,7,46,9
03/25/2015 03:55:00 PM,,13,1651,16,41,76,33
04/06/2015 12:15:00 PM,,75,112,1,42,32,33
04/06/2015 03:20:00 PM,,155,1914,19,46,3,19
04/06/2015 03:15:00 PM,,92,1533,15,28,25,11
04/06/2015 03:20:00 PM,,155,1011,10,24,29,19
04/01/2015 01:00:00 PM,,159,211,2,2,35,33
04/06/2015 03:50:00 PM,,142,1532,15,28,25,19
04/06/2015 01:28:00 PM,,142,1412,14,35,22,19
04/06/2015 03:13:00 PM,,155,712,7,16,68,25
04/06/2015 03:30:00 PM,,19,2521,25,31,19,3
01/25/2015 09:00:00 AM,,139,334,3,7,43,9
04/06/2015 02:00:00 PM,,124,314,3,20,42,33
04/06/2015 02:20:00 PM,,96,1922,19,44,6,33
04/06/2015 02:35:00 PM,,17,612,6,17,71,19
04/06/2015 03:33:00 PM,,175,925,9,3,37,19
04/06/2015 10:35:00 AM,,129,834,8,13,70,33
04/06/2015 12:30:00 PM,,139,1234,12,25,31,3
04/04/2015 11:00:00 PM,,140,1233,12,25,31,7
04/04/2015 04:00:00 AM,,139,522,5,34,53,7
04/05/2015 08:30:00 PM,,159,1231,12,2,28,3
04/02/2015 03:00:00 PM,,139,522,5,34,49,4
04/05/2015 09:30:00 PM,,19,1011,10,24,29,23
04/06/2015 03:15:00 PM,,155,1121,11,27,23,19
04/05/2015 04:30:00 PM,,19,1112,11,27,23,7
04/06/2015 02:21:00 PM,,19,934,9,16,61,9
04/06/2015 03:00:00 PM,,19,522,5,34,53,33
04/06/2015 07:00:00 AM,,71,113,1,2,32,33
04/06/2015 12:40:00 PM,,156,1134,11,28,27,33
04/06/2015 05:02:00 AM,,155,1123,11,28,27,30
04/06/2015 02:00:00 AM,,159,1421,14,35,22,7
04/06/2015 03:40:00 PM,,155,1133,11,24,27,30
04/06/2015 01:00:00 PM,,19,1133,11,24,29,7
04/06/2015 07:30:00 AM,,159,2523,25,31,20,7
03/11/2015 04:00:00 PM,,159,621,6,17,71,7
04/06/2015 03:43:00 PM,,155,322,3,6,69,25
04/06/2015 11:00:00 AM,,139,1225,12,25,28,7
04/06/2015 12:05:00 AM,,159,1135,11,28,29,30
04/06/2015 04:01:00 PM,,155,822,8,14,63,25
04/06/2015 12:28:00 PM,,124,1231,12,2,28,34
04/02/2015 02:45:00 PM,,131,2515,25,29,19,33
04/06/2015 03:00:00 PM,,131,2515,25,29,19,25
04/06/2015 02:51:00 PM,,159,614,6,21,71,19
04/06/2015 10:00:00 AM,,103,114,1,42,32,33
04/04/2015 12:30:00 PM,,150,1712,17,39,13,33
04/06/2015 02:00:00 PM,,124,1934,19,44,6,9
04/06/2015 04:30:00 PM,,159,2232,22,9,73,34
04/06/2015 03:22:00 PM,,155,1524,15,37,25,3
04/05/2015 08:00:00 PM,,159,421,4,7,43,33
04/05/2015 06:15:00 PM,,139,713,7,16,67,2
04/06/2015 04:15:00 PM,,139,821,8,14,57,9
04/06/2015 01:00:00 PM,,143,122,1,42,32,33
03/25/2015 10:00:00 AM,,139,1733,17,33,21,9
04/06/2015 02:45:00 PM,,124,835,8,18,66,2
04/06/2015 05:17:00 PM,,155,1533,15,28,25,19
04/06/2015 03:55:00 PM,,159,1121,11,27,23,25
04/06/2015 03:45:00 PM,,129,833,8,13,65,3
02/01/2015 12:00:00 AM,,139,324,3,5,43,31
04/03/2015 09:00:00 AM,,139,312,3,20,69,33
04/06/2015 04:45:00 PM,,75,1914,19,46,3,33
04/06/2015 07:00:00 AM,,19,332,3,5,43,33
04/05/2015 08:00:00 PM,,159,423,4,7,46,18
04/06/2015 04:49:00 PM,,159,423,4,10,46,25
04/06/2015 04:00:00 PM,,159,422,4,7,46,3
04/06/2015 04:05:00 PM,,75,632,6,6,44,33
04/06/2015 12:00:00 PM,,142,322,3,20,69,3
04/06/2015 04:00:00 PM,,129,1914,19,46,3,33
04/06/2015 04:18:00 PM,,155,1111,11,37,23,3
04/06/2015 04:40:00 PM,,143,1134,11,24,27,8
04/06/2015 05:30:00 PM,,139,1122,11,28,26,2
04/06/2015 01:43:00 PM,,56,123,1,2,32,31
04/06/2015 03:30:00 PM,,159,1122,11,27,23,2
04/06/2015 01:30:00 PM,,75,1834,18,42,8,2
04/06/2015 05:22:00 PM,,159,1122,11,28,26,2
04/06/2015 01:00:00 AM,,159,1122,11,27,26,18
04/06/2015 07:33:00 AM,,124,1934,19,44,6,9
04/06/2015 04:00:00 PM,,156,113,1,42,32,33
04/06/2015 03:00:00 PM,,159,1935,19,43,7,7
04/04/2015 09:30:00 PM,,139,1111,11,37,23,7
04/06/2015 03:45:00 PM,,19,332,3,5,43,33
04/05/2015 11:00:00 PM,,159,1434,14,1,22,18
04/06/2015 03:50:00 PM,,139,1115,11,28,26,33
04/06/2015 09:00:00 AM,,140,2223,22,21,73,4
04/05/2015 05:45:00 PM,,124,621,6,17,71,33
04/05/2015 03:00:00 PM,,129,925,9,11,61,33
04/06/2015 03:00:00 PM,,139,1911,19,47,4,7
04/06/2015 03:15:00 PM,,122,1823,18,27,8,7
04/06/2015 03:45:00 PM,,139,1513,15,29,25,25
04/03/2015 09:00:00 AM,,142,1933,19,44,6,33
04/03/2015 08:15:00 PM,,139,1614,16,41,76,25
04/06/2015 08:00:00 AM,,129,122,1,42,32,33
04/06/2015 03:21:00 PM,,159,723,7,6,68,14
04/06/2015 03:45:00 PM,,141,623,6,17,44,33
04/06/2015 03:30:00 PM,,156,2412,24,50,2,33
04/03/2015 06:00:00 PM,,159,1831,18,42,8,7
04/06/2015 04:33:00 PM,,159,1624,16,38,15,19
04/05/2015 05:30:00 PM,,142,1122,11,28,26,33
04/05/2015 01:00:00 PM,,159,1711,17,39,13,25
04/01/2015 01:00:00 AM,,159,1434,14,1,22,33
04/06/2015 04:42:00 PM,,96,1722,17,45,15,33
04/06/2015 02:20:00 PM,,8,1654,16,41,76,33
04/06/2015 09:30:00 AM,,140,1213,12,1,24,4
04/06/2015 05:00:00 PM,,139,214,2,4,38,7
04/02/2015 08:30:00 PM,,142,1611,16,41,9,7
04/05/2015 11:00:00 PM,,159,1923,19,44,6,33
04/06/2015 04:30:00 PM,,159,1622,16,38,15,7
04/02/2015 09:00:00 AM,,139,1632,16,36,17,9
03/28/2015 12:00:00 PM,,139,1622,16,45,11,9
04/06/2015 09:00:00 AM,,19,2433,24,40,77,2
04/05/2015 02:00:00 AM,,140,2432,24,40,1,7
04/06/2015 03:00:00 PM,,19,333,3,7,43,33
04/06/2015 05:00:00 PM,,19,833,8,13,65,25
04/06/2015 01:41:00 PM,,143,834,8,13,70,25
04/06/2015 02:30:00 PM,,155,725,7,17,67,3
04/06/2015 03:39:00 PM,,139,815,8,23,57,3
04/06/2015 04:00:00 PM,,92,712,7,16,68,33
04/06/2015 07:15:00 AM,,139,822,8,14,62,4
03/09/2015 02:00:00 PM,,139,832,8,17,66,9
04/03/2015 07:30:00 PM,,77,2213,22,19,72,33
04/04/2015 05:13:00 PM,,139,2212,22,19,75,25
04/06/2015 06:20:00 PM,,129,121,1,2,28,33
04/01/2015 09:00:00 AM,,139,632,6,6,44,25
04/01/2015 10:00:00 AM,,159,1925,19,44,6,33
03/31/2015 09:00:00 AM,,124,122,1,2,32,9
04/06/2015 05:00:00 PM,,21,821,8,14,57,33
04/06/2015 02:00:00 PM,,142,1113,11,28,26,33
04/05/2015 10:00:00 PM,,140,2211,22,19,72,7
04/05/2015 12:00:00 PM,,139,912,9,11,59,7
04/06/2015 11:00:00 AM,,124,1834,18,42,8,7
04/06/2015 06:00:00 PM,,159,1231,12,2,28,33
03/28/2015 05:00:00 PM,,159,1935,19,43,7,33
04/06/2015 05:36:00 PM,,155,1522,15,29,25,19
04/04/2015 07:00:00 PM,,139,2411,24,50,2,7
04/06/2015 04:00:00 PM,,139,1131,11,24,26,7
04/06/2015 03:00:00 PM,,140,1531,15,37,25,7
04/05/2015 10:15:00 PM,,71,1832,18,42,8,9
04/06/2015 06:39:00 PM,,155,1522,15,29,25,19
04/06/2015 05:19:00 PM,,139,232,2,20,40,11
04/06/2015 06:00:00 PM,,127,314,3,20,42,33
03/25/2015 10:00:00 PM,,175,223,2,4,38,33
04/05/2015 10:00:00 PM,,159,614,6,18,71,3
04/06/2015 04:00:00 PM,,127,212,2,3,35,30
04/06/2015 06:00:00 PM,,159,2232,22,21,73,25
03/21/2015 02:00:00 AM,,168,623,6,17,69,31
04/04/2015 04:00:00 AM,,19,212,2,4,35,33
04/06/2015 02:15:00 PM,,122,211,2,3,35,3
04/04/2015 03:00:00 AM,,159,213,2,3,38,7
04/06/2015 02:30:00 PM,,83,925,9,3,37,7
04/06/2015 04:07:00 PM,,159,2422,24,49,1,28
04/06/2015 12:01:00 AM,,159,2422,24,49,1,18
04/06/2015 07:18:00 PM,,129,2222,22,21,71,25
04/06/2015 05:10:00 PM,,159,1135,11,2,27,19
04/06/2015 06:57:00 PM,,159,712,7,16,68,19
04/06/2015 04:53:00 PM,,140,1431,14,35,22,4
02/27/2015 09:00:00 AM,,19,1913,19,46,3,33
04/06/2015 07:30:00 PM,,155,1134,11,24,27,2
04/06/2015 05:30:00 PM,,156,2411,24,50,2,9
04/06/2015 05:30:00 PM,,156,2411,24,50,2,33
04/06/2015 07:10:00 PM,,159,1911,19,47,5,33
04/06/2015 07:10:00 PM,,129,1524,15,37,25,19
04/01/2015 12:01:00 AM,,75,1732,17,35,21,9
03/15/2015 01:00:00 PM,,139,1511,15,29,25,33
03/18/2015 12:01:00 AM,,139,613,6,21,71,9
04/06/2015 05:31:00 PM,,33,931,9,12,61,7
04/05/2015 02:30:00 PM,,19,913,9,11,60,33
03/25/2015 03:15:00 PM,,139,915,9,11,60,7
04/06/2015 04:39:00 PM,,96,124,1,2,28,33
04/06/2015 06:50:00 PM,,124,722,7,20,68,19
04/06/2015 06:03:00 PM,,75,833,8,13,65,33
04/06/2015 04:52:00 PM,,159,513,5,9,49,34
04/06/2015 06:00:00 PM,,139,815,8,23,57,2
04/06/2015 07:10:00 PM,,159,2531,25,29,25,25
04/06/2015 07:40:00 PM,,141,323,3,6,69,7
04/06/2015 06:27:00 PM,,155,2533,25,31,19,2
04/06/2015 07:47:00 PM,,155,1522,15,29,25,19
04/06/2015 06:16:00 PM,,17,1633,16,38,15,9
01/17/2015 03:00:00 PM,,159,1633,16,36,17,18
04/05/2015 11:30:00 AM,,159,2521,25,31,20,33
04/06/2015 08:15:00 PM,,155,1221,12,27,23,19
04/06/2015 05:13:00 PM,,75,1232,12,2,28,33
04/06/2015 04:37:00 PM,,59,1012,10,24,29,3
04/06/2015 04:30:00 PM,,155,1013,10,22,29,30
04/06/2015 04:02:00 PM,,17,513,5,9,49,34
04/06/2015 07:00:00 AM,,159,735,7,17,67,3
04/06/2015 07:33:00 PM,,159,735,7,17,67,19
04/06/2015 07:34:00 PM,,142,933,9,16,61,34
04/06/2015 07:05:00 PM,,159,1532,15,28,25,14
04/06/2015 01:30:00 PM,,19,725,7,17,67,7
07/14/2005 12:00:00 PM,,139,1923,19,44,6,33
04/06/2015 06:26:00 PM,,96,1221,12,1,24,33
04/06/2015 06:55:00 PM,,159,731,7,17,69,14
04/06/2015 07:39:00 PM,,129,1115,11,28,26,19
04/06/2015 08:15:00 PM,,19,612,6,17,71,2
04/06/2015 02:30:00 PM,,129,121,1,42,28,33
04/06/2015 05:27:00 PM,,139,724,7,16,68,3
04/06/2015 02:00:00 AM,,159,1421,14,35,22,7
04/06/2015 07:05:00 PM,,96,431,4,7,51,33
04/06/2015 08:24:00 PM,,129,922,9,12,58,30
04/06/2015 07:10:00 PM,,75,111,1,42,32,33
04/06/2015 03:00:00 AM,,19,1823,18,27,8,6
04/06/2015 01:00:00 AM,,159,1234,12,25,31,33
04/06/2015 07:55:00 PM,,175,424,4,10,46,25
04/06/2015 04:15:00 PM,,139,1713,17,33,14,25
04/06/2015 07:18:00 PM,,159,611,6,21,71,19
04/06/2015 07:30:00 PM,,65,423,4,7,46,3
04/06/2015 07:10:00 PM,,155,424,4,10,46,3
04/06/2015 05:00:00 PM,,155,1823,18,27,8,33
04/06/2015 08:20:00 PM,,155,712,7,16,68,19
04/06/2015 06:00:00 PM,,159,612,6,17,71,2
04/06/2015 08:45:00 PM,,155,1122,11,28,26,19
03/28/2015 01:30:00 PM,,2,1132,11,24,26,3
03/24/2015 07:00:00 PM,,19,234,2,4,41,33
04/06/2015 03:15:00 PM,,143,2223,22,21,73,33
02/21/2015 12:00:00 PM,,159,432,4,10,52,33
04/06/2015 08:00:00 PM,,19,312,3,20,42,3
04/06/2015 06:20:00 PM,,19,431,4,10,51,3
04/06/2015 07:45:00 PM,,175,1031,10,22,30,19
04/04/2015 06:30:00 AM,,19,725,7,15,67,33
04/06/2015 07:43:00 PM,,75,2521,25,31,20,33
04/06/2015 06:53:00 PM,,139,432,4,10,52,25
04/06/2015 06:50:00 PM,,168,722,7,20,68,34
04/06/2015 08:08:00 PM,,96,1232,12,27,28,33
04/06/2015 05:41:00 PM,,159,411,4,8,45,34
04/06/2015 05:45:00 PM,,159,631,6,6,44,7
04/06/2015 03:28:00 PM,,129,611,6,21,71,2
04/06/2015 07:41:00 PM,,159,411,4,8,45,19
04/06/2015 08:02:00 PM,,159,321,3,20,42,25
04/06/2015 07:15:00 PM,,122,314,3,5,42,2
04/06/2015 09:07:00 PM,,141,2412,24,50,2,2
04/06/2015 03:45:00 PM,,129,623,6,17,44,7
04/06/2015 02:30:00 PM,,19,2412,24,50,2,4
04/06/2015 04:40:00 PM,,139,623,6,17,44,3
04/06/2015 06:00:00 AM,,142,923,9,14,63,7
04/06/2015 08:14:00 PM,,159,513,5,9,49,19
04/06/2015 06:07:00 PM,,155,311,3,20,40,25
04/06/2015 05:33:00 PM,,159,422,4,7,46,34
04/06/2015 08:43:00 PM,,159,1524,15,37,25,3
04/06/2015 09:20:00 PM,,159,1732,17,30,21,3
04/06/2015 08:00:00 PM,,142,813,8,13,62,30
04/06/2015 08:31:00 PM,,159,611,6,18,71,19
04/06/2015 07:20:00 PM,,19,824,8,16,66,3
04/06/2015 08:40:00 PM,,36,434,4,10,51,3
04/06/2015 08:50:00 PM,,159,2531,25,29,25,9
04/06/2015 04:00:00 PM,,117,2525,25,31,20,2
04/06/2015 08:33:00 PM,,175,1132,11,24,26,1
04/06/2015 07:45:00 PM,,159,922,9,12,58,19
04/06/2015 09:32:00 PM,,155,1011,10,24,29,25
04/06/2015 03:00:00 PM,,141,914,9,11,60,3
04/05/2015 04:45:00 AM,,10,1651,16,41,76,33
04/06/2015 06:30:00 PM,,143,112,1,42,32,33
04/06/2015 10:00:00 AM,,19,1824,18,42,8,8
04/06/2015 09:00:00 PM,,139,915,9,11,60,7
04/06/2015 07:45:00 PM,,143,1811,18,32,7,3
04/06/2015 07:30:00 PM,,27,132,1,2,33,33
04/06/2015 09:05:00 PM,,159,2531,25,29,25,30
04/06/2015 07:50:00 PM,,139,2511,25,36,19,7
04/06/2015 07:45:00 PM,,92,211,2,3,35,9
04/06/2015 08:15:00 PM,,75,112,1,42,32,33
04/06/2015 08:30:00 PM,,159,825,8,15,66,18
04/06/2015 08:06:00 PM,,155,934,9,3,61,11
04/06/2015 09:00:00 PM,,19,411,4,5,43,2
04/06/2015 08:45:00 PM,,139,323,3,5,69,8
04/06/2015 12:00:00 AM,,159,313,3,20,42,33
04/05/2015 05:00:00 PM,,159,1433,14,1,24,18
04/06/2015 10:00:00 PM,,159,1132,11,24,26,19
04/06/2015 09:45:00 PM,,139,1133,11,24,27,3
04/06/2015 08:07:00 PM,,17,2413,24,50,2,30
04/06/2015 10:00:00 PM,,96,2422,24,49,1,3
04/06/2015 09:30:00 PM,,159,712,7,16,68,19
04/06/2015 09:05:00 PM,,155,631,6,8,44,34
04/06/2015 02:15:00 PM,,155,612,6,17,71,30
04/06/2015 10:15:00 PM,,59,2413,24,50,2,2
04/06/2015 10:38:00 PM,,139,2232,22,9,73,7
04/06/2015 09:30:00 PM,,155,124,1,2,28,3
04/06/2015 03:25:00 PM,,19,222,2,4,39,4
04/06/2015 07:10:00 PM,,67,113,1,42,32,3
04/06/2015 09:00:00 PM,,19,211,2,4,35,3
05/29/2014 12:00:00 AM,,19,233,2,5,41,9
04/06/2015 08:00:00 PM,,71,1821,18,42,8,33
04/06/2015 10:00:00 PM,,155,1031,10,22,30,28
04/06/2015 06:34:00 PM,,75,833,8,13,65,33
04/06/2015 09:37:00 PM,,19,1924,19,44,6,3
04/06/2015 09:30:00 PM,,103,834,8,18,70,7
04/06/2015 09:05:00 PM,,159,1533,15,24,25,7
03/13/2015 08:00:00 AM,,159,523,5,34,53,25
04/04/2015 09:00:00 AM,,19,222,2,4,39,4
04/06/2015 03:00:00 PM,,159,2524,25,31,20,25
04/06/2015 09:15:00 PM,,129,422,4,7,46,19
04/06/2015 11:40:00 PM,,139,1133,11,24,27,7
04/06/2015 06:20:00 PM,,129,422,4,7,46,8
04/06/2015 10:30:00 PM,,139,225,2,3,40,3
04/06/2015 10:57:00 PM,,155,733,7,17,68,19
04/06/2015 08:00:00 PM,,139,424,4,7,46,8
04/06/2015 10:00:00 PM,,159,2523,25,30,21,25
04/06/2015 10:05:00 PM,,139,431,4,10,51,7
04/06/2015 10:00:00 PM,,155,2023,20,48,77,3
04/06/2015 11:25:00 PM,,159,1122,11,28,26,19
04/06/2015 11:05:00 PM,,159,313,3,20,42,23
04/06/2015 11:30:00 PM,,159,912,9,11,31,7
04/06/2015 11:05:00 PM,,159,915,9,3,34,3
04/06/2015 09:20:00 PM,,155,913,9,11,60,3
04/06/2015 09:55:00 PM,,159,712,7,16,68,19
04/03/2015 12:01:00 AM,,139,1522,15,29,25,23
04/06/2015 11:16:00 PM,,159,1531,15,37,25,19
04/06/2015 04:00:00 PM,,65,723,7,20,68,3
04/06/2015 08:00:00 PM,,155,1031,10,22,30,3
04/06/2015 11:30:00 PM,,159,613,6,21,71,25
04/06/2015 10:57:00 PM,,159,332,3,5,43,19
04/06/2015 07:25:00 PM,,155,1112,11,27,23,30
04/06/2015 11:30:00 PM,,159,1512,15,29,25,30
04/06/2015 09:17:00 PM,,19,1121,11,27,23,3
04/07/2015 12:37:00 AM,,156,1924,19,44,6,33
04/06/2015 11:27:00 PM,,159,1423,14,26,24,34
04/06/2015 09:20:00 PM,,159,1424,14,1,24,33
03/19/2015 10:45:00 PM,,139,1431,14,1,22,7
04/06/2015 02:00:00 AM,,155,1623,16,45,15,30
04/06/2015 08:00:00 AM,,19,532,5,9,53,33
04/06/2015 08:15:00 PM,,139,733,7,17,68,4
04/06/2015 11:40:00 PM,,139,434,4,10,51,7
04/06/2015 04:00:00 PM,,139,714,7,15,67,25
04/06/2015 09:30:00 PM,,143,1834,18,42,8,33
04/05/2015 09:00:00 PM,,159,2413,24,50,2,33
04/06/2015 04:00:00 PM,,175,2535,25,26,23,7
04/06/2015 11:41:00 PM,,19,1131,11,24,25,3
04/06/2015 10:30:00 PM,,155,1132,11,28,26,3
04/06/2015 11:30:00 PM,,159,2422,24,49,1,18
04/06/2015 04:30:00 PM,,159,1424,14,1,24,33
