Time,LocationDescription,Beat,District,Ward,CommunityArea,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,PrimaryType
21.05,19,831,8,18,66,0,0,0,0,0,1,0,7
14.5,64,923,9,14,63,0,0,0,0,0,0,1,2
16.5,139,2223,22,21,73,0,0,0,0,0,1,0,4
11,159,1132,11,24,26,0,0,0,0,0,0,1,30
15.62,155,1024,10,22,30,0,0,0,0,0,0,1,28
13.75,57,1131,11,24,25,0,0,0,0,0,0,1,2
13,19,124,1,2,28,0,0,0,0,0,0,1,2
13.78,159,334,3,7,43,0,0,0,0,0,0,1,2
2,103,112,1,42,32,0,0,0,1,0,0,0,33
12.63,159,122,1,42,32,0,0,0,0,0,0,1,2
15.52,96,1523,15,28,25,0,0,0,0,0,0,1,8
13.25,152,1532,15,28,25,0,0,0,0,0,0,1,3
15.17,155,921,9,12,58,0,0,0,0,0,0,1,19
14.33,75,111,1,42,32,0,0,0,0,0,0,1,33
15.2,155,423,4,10,46,0,0,0,0,0,0,1,25
10,21,2234,22,34,75,0,0,0,0,0,0,1,33
14.67,150,423,4,7,46,0,0,0,0,0,0,1,3
16,139,321,3,5,42,0,0,0,1,0,0,0,4
13.53,129,324,3,5,43,0,0,0,0,0,0,1,3
15.37,155,1024,10,22,30,0,0,0,0,0,0,1,17
14.83,159,1522,15,29,25,0,0,0,0,0,0,1,25
13.5,152,1134,11,28,27,0,0,0,0,0,0,1,3
14.7,64,312,3,20,69,0,0,0,0,0,0,1,2
16.2,124,1914,19,46,3,0,0,0,0,0,1,0,33
9.5,139,834,8,13,70,0,0,0,0,0,0,1,4
14.83,17,823,8,15,66,0,0,0,0,0,0,1,2
13.75,156,123,1,2,32,0,0,0,0,0,0,1,33
16.25,17,726,7,15,67,0,0,0,0,0,0,1,25
14.5,159,1811,18,32,7,0,0,0,0,0,0,1,3
13.68,159,1134,11,24,27,0,0,0,0,0,0,1,3
14.07,75,833,8,13,65,0,0,0,0,0,0,1,33
16.18,139,2232,22,34,73,0,0,0,0,0,0,1,7
13.5,155,831,8,15,66,0,0,0,0,0,0,1,30
13.5,129,2432,24,40,1,0,0,0,0,0,1,0,7
14.27,155,1011,10,24,29,0,0,0,0,0,0,1,19
9,19,2432,24,40,1,1,0,0,0,0,0,0,9
9,19,332,3,5,43,1,0,0,0,0,0,0,9
11,152,915,9,11,60,0,0,0,0,0,1,0,2
16.08,159,1125,11,2,28,0,0,0,0,0,0,1,19
15.08,155,1522,15,29,25,0,0,0,0,0,0,1,2
19.33,155,1824,18,42,8,0,0,0,0,0,1,0,33
15.08,19,2223,22,21,73,0,0,0,0,0,0,1,3
12,19,631,6,8,44,0,1,0,0,0,0,0,9
16.25,156,1112,11,27,23,0,0,0,0,0,0,1,2
16.57,155,1133,11,24,29,0,0,0,0,0,0,1,25
11.5,129,923,9,14,63,0,1,0,0,0,0,0,33
0.02,139,812,8,23,64,1,0,0,0,0,0,0,9
14.22,141,2514,25,30,19,0,0,0,0,0,0,1,2
16.58,75,2533,25,37,25,0,0,0,0,0,0,1,33
15.33,155,2511,25,29,19,0,0,0,0,0,0,1,3
10,159,1012,10,24,29,0,0,0,0,0,0,1,33
16.5,159,2232,22,34,49,0,0,0,0,0,0,1,19
12,19,1914,19,46,3,0,0,1,0,0,0,0,9
17.08,17,1914,19,46,3,0,0,0,0,0,0,1,34
14.75,169,1222,12,2,28,0,0,0,0,0,0,1,19
2.58,139,512,5,34,49,0,0,0,1,0,0,0,3
19.5,175,2515,25,37,19,0,0,0,0,1,0,0,33
12,19,513,5,9,49,0,1,0,0,0,0,0,4
20,155,2521,25,31,19,0,0,0,0,0,1,0,2
10.25,129,634,6,21,44,0,0,0,0,0,1,0,18
13.67,19,2522,25,31,20,0,0,0,0,0,0,1,25
17.83,129,2511,25,36,18,0,0,0,0,0,0,1,2
16.88,159,2533,25,31,19,0,0,0,0,0,0,1,28
13.5,155,624,6,6,69,0,0,0,0,0,0,1,7
9,139,2012,20,40,4,0,0,0,0,0,0,1,9
16.5,19,323,3,6,69,0,0,0,0,0,0,1,2
7.42,159,423,4,7,48,0,0,0,0,0,0,1,33
17.32,159,411,4,8,45,0,0,0,0,0,0,1,25
18,17,2223,22,21,71,0,0,0,0,0,0,1,19
9,159,614,6,21,71,0,0,0,0,0,0,1,33
14.65,150,432,4,10,52,0,0,0,0,0,0,1,25
22,155,313,3,20,42,0,0,0,0,0,1,0,3
15.5,159,1233,12,2,28,0,0,0,0,0,0,1,25
16.28,96,621,6,17,71,0,0,0,0,0,0,1,33
19,159,421,4,7,43,1,0,0,0,0,0,0,33
16.92,64,334,3,7,43,0,0,0,0,0,0,1,2
12,19,1923,19,44,6,0,0,1,0,0,0,0,9
18,142,712,7,16,68,0,1,0,0,0,0,0,33
13.33,19,713,7,16,67,0,0,0,0,0,1,0,3
22.5,159,513,5,9,49,0,0,0,0,0,1,0,26
15.5,92,723,7,6,68,0,0,0,0,0,0,1,9
11,129,221,2,4,39,0,0,0,0,0,0,1,18
17.95,168,225,2,3,40,0,0,0,0,0,0,1,19
18.17,155,713,7,16,67,0,0,0,0,0,0,1,19
15.83,159,726,7,17,67,0,0,0,0,0,0,1,7
17.17,19,1511,15,29,25,0,0,0,0,0,0,1,3
16.12,155,1513,15,29,25,0,0,0,0,0,0,1,30
17.17,127,1914,19,46,3,0,0,0,0,0,0,1,2
16.25,159,2233,22,34,49,0,0,0,0,0,0,1,19
16.75,129,1134,11,28,27,0,0,0,0,0,0,1,30
19.58,19,614,6,21,71,0,0,0,1,0,0,0,7
14.17,155,612,6,17,71,0,0,0,0,0,1,0,3
17,159,1133,11,24,29,0,0,0,0,0,0,1,3
5,17,1123,11,28,27,0,0,0,0,0,0,1,7
18.42,142,2534,25,37,23,0,0,0,0,0,0,1,8
15.73,159,2233,22,34,75,0,0,0,0,0,0,1,34
17.5,155,2033,20,48,3,0,0,0,0,0,0,1,3
17,159,2514,25,31,19,0,0,0,0,0,0,1,25
2,19,2511,25,29,19,0,0,0,0,0,0,1,3
18.33,155,2533,25,37,25,0,0,0,0,0,0,1,3
17,150,112,1,42,32,0,0,0,0,0,0,1,1
17.23,139,732,7,6,68,0,0,0,0,0,0,1,3
15.25,6,1651,16,41,76,0,0,0,0,0,1,0,33
4.83,142,1232,12,2,28,0,0,0,0,0,0,1,33
11,150,1911,19,47,4,0,0,0,0,0,0,1,33
14,152,831,8,18,66,0,0,0,0,0,0,1,2
16.82,161,624,6,8,44,0,0,0,0,0,0,1,17
0,92,814,8,23,56,0,0,0,0,1,0,0,33
14.92,159,1831,18,42,8,0,0,0,0,0,0,1,33
0.5,159,611,6,18,71,0,0,0,0,0,0,1,33
9,159,614,6,18,71,0,0,0,0,0,0,1,7
18.15,33,1134,11,28,27,0,0,0,0,0,0,1,19
16.95,155,2022,20,48,77,0,0,0,0,0,0,1,3
8,129,912,9,11,59,0,0,0,0,0,0,1,33
18,159,824,8,16,66,0,0,0,0,0,1,0,18
15,141,2233,22,34,49,0,0,0,0,0,0,1,33
9,159,1513,15,29,25,0,0,0,0,0,0,1,33
12,143,811,8,23,56,0,0,0,0,0,0,1,2
11,72,2213,22,19,72,0,0,0,0,0,0,1,33
17,159,922,9,14,58,0,1,0,0,0,0,0,33
6,129,822,8,14,63,0,0,0,0,0,0,1,33
11,155,2023,20,48,77,0,0,0,0,0,0,1,33
10,140,2532,25,37,25,0,0,0,0,0,0,1,4
18.27,159,1123,11,28,27,0,0,0,0,0,0,1,2
15.48,142,432,4,10,52,0,0,0,0,0,0,1,8
18.33,141,1011,10,24,29,0,0,0,0,0,0,1,3
17.5,59,1131,11,24,25,0,0,0,0,0,0,1,33
17.75,96,1731,17,30,16,0,0,0,0,0,0,1,33
15.58,155,1022,10,24,29,0,0,0,0,0,0,1,3
17.5,156,1022,10,24,29,0,0,0,0,0,0,1,3
18.4,153,915,9,11,60,0,0,0,0,0,0,1,2
2.17,19,1832,18,42,8,0,0,1,0,0,0,0,3
20,19,1223,12,2,28,0,0,0,0,0,1,0,7
14.83,124,1034,10,25,31,0,0,0,0,0,0,1,2
13.5,152,222,2,4,39,0,0,0,0,0,0,1,33
8,124,1634,16,38,15,0,0,0,0,1,0,0,33
11,19,621,6,17,71,0,0,0,0,0,0,1,7
12,140,2524,25,31,20,0,0,0,0,0,0,1,4
18.67,155,612,6,17,71,0,0,0,0,0,0,1,19
11.5,159,2232,22,34,73,0,0,0,0,0,0,1,33
19.05,155,1132,11,24,29,0,0,0,0,0,0,1,19
18.97,103,123,1,2,32,0,0,0,0,0,0,1,8
12.63,19,421,4,7,43,0,0,0,0,0,0,1,25
14.83,159,924,9,12,61,0,0,0,0,0,0,1,3
11,124,331,3,5,41,0,0,0,0,0,0,1,3
15.83,159,822,8,14,63,0,0,0,0,0,0,1,18
14,127,925,9,11,61,0,0,0,0,0,0,1,3
11,139,921,9,12,58,0,0,0,0,0,0,1,4
18.25,139,815,8,14,57,0,0,0,0,0,0,1,2
17.67,19,934,9,16,61,0,0,0,1,0,0,0,4
12,139,1712,17,40,13,1,0,0,0,0,0,0,9
19.5,159,712,7,16,68,0,0,0,0,0,0,1,19
12,124,1723,17,33,14,0,1,0,0,0,0,0,31
15.5,124,1831,18,42,8,0,0,0,0,0,0,1,9
23.5,17,2013,20,48,77,0,0,0,0,0,1,0,33
11.2,19,2413,24,50,2,0,0,0,0,0,1,0,25
19.38,155,1522,15,29,25,0,0,0,0,0,0,1,19
15.23,141,523,5,9,53,0,0,0,0,0,0,1,33
15,19,1915,19,46,3,0,0,0,0,1,0,0,33
19.73,155,1122,11,28,26,0,0,0,0,0,0,1,19
14,139,1123,11,28,27,0,0,0,0,0,0,1,3
16.67,142,422,4,7,46,0,0,0,0,0,0,1,30
18.75,155,1533,15,28,25,0,0,0,0,0,0,1,19
9,139,1633,16,36,17,0,0,0,1,0,0,0,25
10.28,139,1614,16,36,76,1,0,0,0,0,0,0,25
18.67,155,412,4,8,48,0,0,0,0,0,0,1,30
20,139,813,8,13,65,0,0,0,0,0,1,0,7
19.75,155,1121,11,27,23,0,0,0,0,0,0,1,19
19.02,159,321,3,20,42,0,0,0,0,0,0,1,3
1,139,923,9,14,63,0,0,0,0,0,0,1,25
9,139,323,3,6,69,0,0,0,0,0,1,0,9
20,159,731,7,6,69,0,0,0,0,0,1,0,18
20,19,322,3,6,69,0,0,0,0,0,1,0,3
18.25,155,734,7,17,67,0,0,0,0,0,0,1,34
7.17,159,1225,12,2,28,0,1,0,0,0,0,0,33
9,159,1411,14,35,21,0,0,0,1,0,0,0,33
17,19,2523,25,30,21,0,0,0,0,0,0,1,25
15,92,1215,12,26,24,0,0,0,0,0,0,1,33
21,17,1915,19,46,3,0,0,0,1,0,0,0,7
8.22,124,413,4,8,51,0,0,0,0,0,1,0,25
13.3,139,1034,10,25,31,0,0,0,0,0,0,1,25
17.5,64,1624,16,38,15,0,0,0,0,0,0,1,2
5,139,1113,11,28,26,0,0,0,0,0,0,1,7
18.75,139,1213,12,1,24,0,0,0,0,0,0,1,33
17.83,139,523,5,34,53,0,0,0,0,0,0,1,7
18.62,159,411,4,8,45,0,0,0,0,0,0,1,19
9,49,624,6,6,69,0,0,0,0,0,0,1,33
18.67,124,2534,25,30,23,0,0,0,0,0,0,1,8
15.37,64,1212,12,32,24,0,0,0,0,0,0,1,33
17.62,152,522,5,34,53,0,0,0,0,0,0,1,7
18.17,127,834,8,18,70,0,0,0,0,0,0,1,28
1.5,19,2515,25,30,19,0,0,0,0,0,0,1,3
14,143,114,1,42,32,0,0,0,0,0,0,1,33
12.5,139,734,7,17,67,0,0,0,0,0,0,1,9
18.25,175,1032,10,22,30,0,1,0,0,0,0,0,25
18.13,126,824,8,16,63,0,0,0,0,0,0,1,33
16,124,2424,24,49,1,0,0,0,0,0,1,0,9
13.75,142,1813,18,32,7,0,0,0,0,0,0,1,33
18.83,159,2012,20,40,4,0,0,0,0,0,0,1,19
18.42,155,1533,15,28,25,0,0,0,0,0,0,1,19
17.78,159,825,8,15,66,0,0,0,0,0,0,1,2
12.65,152,224,2,3,38,0,0,0,0,0,0,1,33
18,159,922,9,12,58,0,0,1,0,0,0,0,33
12.25,19,324,3,5,43,0,0,0,0,0,0,1,7
19.67,175,913,9,11,60,0,0,0,0,0,0,1,3
18.25,159,1123,11,28,27,0,0,0,0,0,0,1,19
17.5,139,923,9,14,63,0,0,0,0,0,0,1,23
13,152,1921,19,47,5,0,0,0,0,0,0,1,33
17.03,155,1833,18,42,8,0,0,0,0,0,0,1,28
16.83,75,111,1,42,32,0,0,0,0,0,0,1,33
21,159,1931,19,32,7,0,0,0,0,0,1,0,33
18.85,17,822,8,14,62,0,0,0,0,0,0,1,3
12,19,1923,19,44,6,0,1,0,0,0,0,0,9
19.78,159,1125,11,2,28,0,0,0,0,0,0,1,19
19.25,159,1134,11,28,27,0,0,0,0,0,0,1,19
13.17,19,1423,14,26,24,0,0,0,0,0,0,1,3
20.3,139,1011,10,24,29,0,0,0,0,0,0,1,25
9,159,632,6,6,44,1,0,0,0,0,0,0,25
19.08,155,1132,11,24,26,0,0,0,0,0,0,1,19
9,156,1423,14,26,24,0,0,0,0,0,0,1,33
20.5,139,1523,15,28,25,0,0,0,0,0,0,1,3
18.83,142,1115,11,28,26,0,0,0,0,0,0,1,34
19.08,129,333,3,5,43,0,0,0,0,0,0,1,19
20.25,139,621,6,17,68,0,0,0,0,0,0,1,7
19.43,155,621,6,17,71,0,0,0,0,0,0,1,34
17,159,312,3,20,69,0,0,0,0,0,0,1,3
19.5,155,324,3,5,69,0,0,0,0,0,0,1,3
19.75,155,433,4,10,52,0,0,0,0,0,0,1,2
5.75,19,322,3,20,69,0,0,0,0,0,0,1,4
19.58,159,825,8,15,66,0,0,0,0,0,0,1,19
20.33,159,831,8,18,66,0,0,0,0,0,0,1,19
15.5,139,2511,25,36,18,0,0,1,0,0,0,0,9
19.05,139,1732,17,30,16,0,0,0,0,0,0,1,7
19.67,129,2011,20,40,2,0,0,0,0,0,0,1,3
20.17,103,1834,18,42,8,0,0,0,0,0,0,1,8
19,155,1112,11,27,23,0,0,0,0,0,0,1,3
19.38,19,712,7,16,68,0,0,0,0,0,0,1,19
10.12,128,222,2,4,38,0,0,0,1,0,0,0,12
16.5,19,421,4,7,43,0,0,0,0,0,0,1,25
20.75,19,323,3,6,69,0,0,0,0,0,0,1,7
20.88,155,1122,11,27,23,0,0,0,0,0,0,1,25
17.57,75,111,1,42,32,0,0,0,0,0,0,1,33
20.33,129,2422,24,49,1,0,0,0,0,0,0,1,8
20,159,1533,15,24,25,0,0,0,0,0,0,1,11
20.18,159,1014,10,24,29,0,0,0,0,0,0,1,3
16.4,139,934,9,16,61,0,0,0,0,0,0,1,2
11,19,1223,12,27,28,0,0,0,0,0,0,1,33
19,156,1633,16,38,15,0,0,0,0,0,0,1,30
20.73,41,1021,10,24,29,0,0,0,0,0,0,1,19
18.33,159,933,9,3,61,0,0,0,0,0,0,1,33
17.83,159,225,2,3,40,0,0,0,0,0,0,1,3
17.75,159,634,6,21,49,0,0,0,0,0,0,1,3
15,19,621,6,17,69,0,0,0,0,0,0,1,4
21.33,143,122,1,42,32,0,0,0,0,0,0,1,8
19.28,155,411,4,8,45,0,0,0,0,0,0,1,2
18.02,75,1233,12,2,28,0,0,0,0,0,0,1,33
20.5,155,1111,11,28,25,0,0,0,0,0,0,1,19
12,159,2212,22,19,72,0,0,0,0,0,0,1,30
20.25,155,1112,11,27,23,0,0,0,0,0,0,1,3
18,155,232,2,20,68,0,0,0,0,0,0,1,30
20.25,168,1111,11,28,25,0,0,0,0,0,0,1,3
7.25,159,714,7,15,67,0,0,0,0,0,0,1,33
21,155,1132,11,24,29,0,0,0,0,0,0,1,2
20.43,17,725,7,15,67,0,0,0,0,0,0,1,11
21.67,155,725,7,17,67,0,0,0,0,0,0,1,19
15,139,2221,22,21,73,0,0,0,0,0,0,1,9
9,139,933,9,16,61,0,0,0,0,1,0,0,9
20.38,155,1133,11,24,27,0,0,0,0,0,0,1,8
21.33,155,1132,11,24,26,0,0,0,0,0,0,1,19
16,159,735,7,17,67,0,0,0,0,0,0,1,9
21.28,155,2213,22,21,73,0,0,0,0,0,0,1,25
7,168,733,7,17,68,0,0,0,1,0,0,0,33
19.72,96,735,7,17,67,0,0,0,0,0,0,1,33
10.58,124,1111,11,37,25,0,0,0,0,0,0,1,33
19.33,159,733,7,17,68,0,0,0,0,0,0,1,7
21.72,155,323,3,6,69,0,0,0,0,0,0,1,19
20.17,17,1733,17,33,21,0,0,0,0,0,0,1,2
19.32,139,511,5,6,49,0,0,0,0,0,0,1,4
21.67,159,822,8,23,62,0,0,0,0,0,0,1,28
16.03,75,513,5,9,50,0,0,0,0,0,0,1,33
17.73,155,914,9,25,34,0,0,0,0,0,0,1,30
14.17,155,934,9,16,61,0,0,0,0,0,0,1,3
20.5,159,331,3,5,43,0,0,0,0,0,0,1,19
9,155,1111,11,37,23,0,0,0,0,0,0,1,25
11.5,19,1934,19,44,6,0,0,0,0,0,1,0,9
2,33,1712,17,39,14,0,0,0,0,0,1,0,3
21,175,1424,14,1,24,0,0,0,0,0,0,1,7
21.42,155,431,4,7,51,0,0,0,0,0,0,1,3
15.58,139,1434,14,1,22,0,0,0,0,0,0,1,30
21.25,19,1524,15,37,25,0,0,0,0,0,0,1,3
21.58,139,2211,22,19,74,0,0,0,0,0,0,1,3
22.15,159,633,6,6,44,0,0,0,0,0,0,1,19
21.83,159,812,8,13,64,0,0,0,0,0,0,1,7
21.38,155,414,4,8,43,0,0,0,0,0,0,1,34
21.5,19,424,4,10,46,0,0,0,0,0,0,1,8
22.1,92,1134,11,24,27,0,0,0,0,0,0,1,8
22.25,175,922,9,14,58,0,0,0,0,0,0,1,19
15,124,1215,12,27,28,0,0,0,0,0,1,0,33
21.17,19,1423,14,26,24,0,0,0,0,0,0,1,3
20.78,159,1021,10,24,29,0,0,0,0,0,0,1,19
20.45,19,421,4,7,43,0,0,0,0,0,0,1,2
22.45,155,1433,14,1,24,0,0,0,0,0,0,1,25
21.27,152,922,9,14,58,0,0,0,0,0,0,1,7
12.77,139,932,9,16,61,0,0,0,0,0,0,1,2
22,139,914,9,25,34,0,0,0,0,0,0,1,7
15,25,1211,12,27,23,0,0,0,0,0,1,0,9
22.67,155,1024,10,24,29,0,0,0,0,0,0,1,19
22.83,159,911,9,12,58,0,0,0,0,0,0,1,7
22.75,17,714,7,15,67,0,0,0,0,0,0,1,2
22.35,155,1423,14,26,24,0,0,0,0,0,0,1,34
21.67,153,232,2,20,40,0,0,0,0,0,0,1,28
9,159,1034,10,12,30,0,0,0,0,0,0,1,33
7.5,124,1651,16,41,76,0,0,0,0,0,0,1,33
9,139,631,6,8,44,1,0,0,0,0,0,0,25
20.42,143,1134,11,24,29,0,0,0,0,0,0,1,7
22.5,155,1223,12,2,28,0,0,0,0,0,0,1,30
20.5,129,1831,18,42,8,0,0,0,0,0,0,1,7
21.67,159,2022,20,48,77,0,0,0,0,0,1,0,33
12.5,152,224,2,3,38,0,0,0,0,0,0,1,33
22,19,612,6,21,71,0,0,0,0,0,0,1,2
23.67,159,2221,22,21,71,0,0,0,0,0,0,1,7
23.75,139,2222,22,21,71,0,0,0,0,0,0,1,25
19.6,19,1522,15,28,25,0,0,0,0,0,0,1,4
22.6,141,1531,15,37,25,0,0,0,0,0,0,1,3
22.25,19,1124,11,2,27,0,0,0,0,0,0,1,3
23.08,139,1623,16,45,11,0,0,0,0,0,0,1,3
0.17,155,723,7,17,68,0,0,0,0,1,0,0,19
21.42,175,2524,25,35,22,0,0,0,0,0,0,1,3
15,139,2513,25,29,25,0,0,0,0,0,0,1,7
22.92,19,1223,12,27,28,0,0,0,0,0,0,1,3
22,96,912,9,11,59,0,0,0,0,0,0,1,33
23.25,175,713,7,15,67,0,0,0,0,0,0,1,7
23.7,159,624,6,6,69,0,0,0,0,0,0,1,19
23,159,924,9,12,61,0,0,0,0,0,0,1,2
23.92,19,423,4,7,46,0,0,0,0,0,0,1,3
10.67,75,111,1,42,32,0,0,0,0,0,0,1,33
23.8,159,612,6,21,71,0,0,0,0,0,0,1,19
21.5,19,1121,11,27,23,0,0,0,0,0,0,1,30
21.6,17,2522,25,31,19,0,0,0,0,0,0,1,2
23.63,159,734,7,17,67,0,0,0,0,0,0,1,3
17.05,139,713,7,15,67,0,0,0,0,0,0,1,34
14.5,139,2413,24,50,2,0,0,0,0,0,0,1,7
22.63,155,713,7,16,67,0,0,0,0,0,0,1,3
22.83,159,312,3,20,42,0,0,0,0,0,0,1,25
21.58,17,2515,25,37,19,0,0,0,0,0,0,1,14
23.5,159,915,9,11,60,0,0,0,0,0,0,1,3
23.8,96,2221,22,21,73,0,0,0,0,0,0,1,33
23.55,175,2234,22,34,75,0,0,0,0,0,0,1,3
23.5,139,2212,22,34,75,0,0,0,0,0,0,1,3
23.42,159,522,5,34,53,0,0,0,0,0,0,1,3
23,19,512,5,9,49,0,0,0,0,0,0,1,33
20.5,139,2213,22,19,72,0,1,0,0,0,0,0,9
0.42,139,1722,17,38,16,0,0,0,0,1,0,0,7
9,19,2534,25,37,23,0,0,0,0,0,1,0,9
22.67,159,421,4,7,43,0,0,0,0,0,0,1,26
21.5,175,2533,25,37,25,0,0,0,0,0,0,1,18
0,19,821,8,14,58,0,0,1,0,0,0,0,23
22.53,139,523,5,9,53,0,0,0,0,0,0,1,34
20.5,143,1834,18,42,8,0,0,0,0,0,0,1,33
8,19,114,1,42,32,0,0,0,0,0,0,1,4
23.57,159,421,4,7,43,0,0,0,0,0,0,1,26
0.07,155,732,7,6,68,0,0,0,0,1,0,0,3
0.42,139,825,8,15,66,0,0,0,0,1,0,0,3
21.75,19,825,8,15,66,0,0,0,0,0,0,1,3
23.92,159,1111,11,27,23,0,0,0,0,0,0,1,34
4.57,159,623,6,6,69,0,0,0,0,0,0,1,33
1,159,1624,16,38,15,0,0,0,0,1,0,0,33
4.5,175,1831,18,42,8,0,0,0,1,0,0,0,33
19.5,127,913,9,11,60,0,0,0,0,0,0,1,33
13.83,36,913,9,11,60,0,0,0,0,0,0,1,2
23.82,17,922,9,14,58,0,0,0,0,0,0,1,3
1.75,19,1011,10,24,29,0,0,0,0,1,0,0,7
0.48,159,1031,10,22,30,0,0,0,0,1,0,0,33
23,155,1022,10,24,29,0,0,0,0,0,0,1,3
1.13,155,1925,19,44,6,0,0,0,0,1,0,0,2
0.33,19,2013,20,48,77,0,0,0,0,1,0,0,3
10.33,156,1934,19,44,6,0,0,0,0,0,0,1,33
19,19,2433,24,48,77,0,0,0,1,0,0,0,6
17,159,1924,19,44,6,0,0,0,0,0,0,1,18
1,159,1712,17,39,14,0,0,0,0,1,0,0,33
1.5,19,1021,10,24,29,0,0,0,0,1,0,0,7
1.07,27,1424,14,1,24,0,0,0,0,1,0,0,2
1.75,19,422,4,7,46,0,0,0,0,1,0,0,3
7,19,421,4,7,43,0,0,0,0,0,0,1,4
0.52,139,1531,15,37,25,0,0,0,0,1,0,0,3
17,159,412,4,8,47,0,0,0,0,0,0,1,33
0.45,17,322,3,6,69,0,0,0,0,1,0,0,3
0.5,155,432,4,10,52,0,0,0,0,1,0,0,3
0.02,159,411,4,5,43,0,0,0,0,1,0,0,3
15,139,1531,15,37,25,0,0,0,0,0,0,1,25
21.17,21,123,1,2,32,0,0,0,0,0,1,0,33
21.38,19,2433,24,48,77,0,0,0,0,0,0,1,6
21,139,313,3,20,42,0,0,0,0,0,0,1,2
23,140,215,2,3,38,0,0,0,0,0,1,0,4
9,19,2424,24,49,1,0,0,1,0,0,0,0,33
23.83,168,1611,16,41,10,0,0,0,0,0,0,1,25
1.25,19,1624,16,38,15,0,0,0,0,1,0,0,3
2.08,19,1623,16,45,11,0,0,0,0,1,0,0,3
23.12,159,724,7,17,68,0,0,0,0,0,0,1,34
23.8,155,711,7,20,68,0,0,0,0,0,0,1,30
19.83,143,112,1,42,32,0,0,0,0,0,0,1,33
21.9,142,733,7,6,68,0,0,0,0,0,0,1,3
0.25,159,1533,15,28,25,0,0,0,0,0,0,1,30
2.4,19,1512,15,29,25,0,0,0,0,1,0,0,8
23.67,159,734,7,17,67,0,0,0,0,0,1,0,18
5,159,212,2,3,35,0,0,0,0,0,1,0,18
22,155,1523,15,28,25,0,0,0,0,0,0,1,3
1.43,159,513,5,9,49,0,0,0,0,1,0,0,3
2.5,129,114,1,42,32,0,0,0,0,1,0,0,8
23.28,142,323,3,6,69,0,0,0,0,0,0,1,2
1.32,19,1225,12,2,28,0,0,0,0,1,0,0,8
20.5,140,913,9,11,60,0,0,0,0,0,1,0,4
14.85,4,1651,16,41,76,1,0,0,0,0,0,0,33
23.12,139,725,7,17,67,0,0,0,0,0,0,1,3
0.73,159,1522,15,29,25,0,0,0,0,1,0,0,19
3,19,712,7,16,68,0,0,0,0,1,0,0,7
2.5,19,722,7,6,68,0,0,0,0,1,0,0,30
2.25,19,712,7,16,68,0,0,0,0,1,0,0,3
21.5,159,714,7,15,67,0,0,0,0,0,0,1,3
3.03,129,2524,25,30,22,0,0,0,0,1,0,0,3
1.9,19,1411,14,33,21,0,0,0,0,1,0,0,3
15,139,713,7,16,67,0,1,0,0,0,0,0,25
21.83,155,223,2,4,38,0,0,0,0,0,0,1,30
2.43,155,813,8,13,64,0,0,0,0,1,0,0,3
2.58,19,1021,10,24,29,0,0,0,0,1,0,0,7
20,159,1231,12,27,28,0,0,0,0,0,0,1,33
1.5,19,215,2,3,38,0,0,0,0,1,0,0,3
2.75,19,424,4,7,46,0,0,0,0,1,0,0,3
0.92,129,2532,25,37,25,0,0,0,0,1,0,0,3
22.87,159,1133,11,24,29,0,0,0,0,0,0,1,7
0.67,155,1134,11,24,27,0,0,0,0,1,0,0,3
1.75,159,1112,11,27,23,0,0,0,0,1,0,0,3
20.75,159,1011,10,24,29,0,0,0,0,0,0,1,3
3.33,159,1133,11,24,26,0,0,0,0,1,0,0,2
22.82,155,1132,11,24,26,0,0,0,0,0,0,1,30
1.13,159,1121,11,27,23,0,0,0,0,1,0,0,18
22,19,1123,11,28,27,0,0,0,0,0,0,1,3
23.15,159,1124,11,2,27,0,0,0,0,0,0,1,3
2.33,159,222,2,4,39,0,0,0,0,1,0,0,3
3.17,159,413,4,8,48,0,0,0,0,1,0,0,19
2.33,19,432,4,10,52,0,0,0,0,1,0,0,3
3.33,19,324,3,5,69,0,0,0,0,1,0,0,33
3.87,156,915,9,11,60,0,0,0,0,1,0,0,4
7,72,634,6,6,49,0,0,1,0,0,0,0,33
0,155,921,9,12,58,0,0,0,0,1,0,0,3
3,19,624,6,8,69,0,0,0,0,1,0,0,3
3.25,139,622,6,21,44,0,0,0,0,1,0,0,33
21.25,139,431,4,7,51,0,0,0,0,0,0,1,6
20.8,139,334,3,7,43,0,0,0,0,0,0,1,33
12.5,142,722,7,20,68,0,0,0,0,0,0,1,33
12.25,159,722,7,6,68,0,0,0,0,0,0,1,2
17.08,124,1932,19,32,7,0,1,0,0,0,0,0,7
14.33,155,1913,19,46,3,0,0,0,0,0,0,1,30
23.58,159,421,4,7,43,0,0,0,0,0,0,1,26
21,19,1024,10,24,30,0,0,0,0,0,0,1,3
11.75,152,1011,10,24,29,0,0,0,0,0,1,0,3
9,139,511,5,9,49,0,0,0,0,0,0,1,9
3.92,159,723,7,6,68,0,0,0,0,1,0,0,3
12.95,139,734,7,17,67,0,0,0,0,0,1,0,2
9,57,112,1,42,32,0,0,1,0,0,0,0,25
16.92,152,711,7,20,68,1,0,0,0,0,0,0,33
4.33,140,1921,19,32,5,0,0,0,0,1,0,0,33
16,19,1915,19,46,3,0,0,0,0,0,0,1,4
4.05,57,414,4,8,43,0,0,0,0,1,0,0,4
