Time,LocationDescription,Beat,District,Ward,CommunityArea,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,PrimaryType
21.13,17,2531,25,29,25,0,0,0,0,0,1,0,19
23,19,2011,20,40,2,0,1,0,0,0,0,0,3
14.5,19,1925,19,44,6,0,0,0,0,0,1,0,8
21,140,1012,10,24,29,0,0,0,0,0,1,0,30
19,142,1013,10,22,29,0,0,0,0,0,1,0,25
17.72,19,1912,19,47,3,0,0,0,0,0,1,0,3
20.25,75,112,1,42,32,0,0,0,0,0,1,0,33
21,139,1021,10,24,29,0,0,0,0,0,1,0,7
19.67,96,1224,12,27,28,0,0,0,0,0,1,0,33
19.8,19,1122,11,28,26,0,0,0,0,0,1,0,34
21,159,1113,11,28,26,0,0,0,0,0,1,0,19
19.8,19,1122,11,28,26,0,0,0,0,0,1,0,19
18.5,129,634,6,21,44,0,0,0,0,0,1,0,33
2,19,1132,11,24,26,0,0,0,0,0,1,0,3
20,129,1424,14,1,24,0,0,0,0,0,1,0,33
20.5,129,2523,25,30,21,0,0,0,0,0,1,0,25
19,142,2012,20,40,4,0,0,0,0,0,1,0,2
19,159,1712,17,39,14,0,0,0,0,0,1,0,7
10,159,1432,14,32,22,0,0,0,0,1,0,0,18
21.25,139,2412,24,50,2,0,0,0,0,0,1,0,7
19.92,19,511,5,8,50,0,0,0,0,0,1,0,3
19.67,69,1024,10,24,30,0,0,0,0,0,1,0,30
20.5,159,413,4,8,47,0,0,0,0,0,1,0,2
18.67,159,624,6,6,69,0,0,0,0,0,1,0,19
7,159,634,6,21,49,0,0,0,0,0,1,0,7
4,159,2524,25,35,22,1,0,0,0,0,0,0,7
17,19,331,3,5,43,0,0,0,0,0,1,0,25
20.27,77,1614,16,36,17,0,0,0,0,0,1,0,3
18.5,159,2221,22,21,73,0,1,0,0,0,0,0,18
16,19,723,7,17,68,0,0,0,1,0,0,0,25
21.55,131,1024,10,24,29,0,0,0,0,0,1,0,19
22.27,155,1113,11,28,25,0,0,0,0,0,1,0,26
15.33,92,2232,22,34,73,0,0,0,0,0,1,0,3
21.75,159,1113,11,28,26,0,0,0,0,0,1,0,19
21.95,155,2525,25,31,20,0,0,0,0,0,1,0,19
22.5,155,1112,11,27,23,0,0,0,0,0,1,0,19
17.07,141,232,2,20,40,0,0,0,0,0,1,0,8
20,159,735,7,17,67,0,0,0,0,0,1,0,7
6.75,19,421,4,7,43,0,0,0,0,0,1,0,4
18.77,159,432,4,10,52,0,0,0,0,0,1,0,2
10,19,432,4,10,52,0,0,0,1,0,0,0,7
20.83,159,714,7,15,67,0,0,0,0,0,1,0,3
18.5,139,722,7,6,68,0,0,0,0,0,1,0,3
20.43,127,2022,20,48,77,0,0,0,0,0,1,0,3
21.95,17,726,7,15,67,0,0,0,0,0,1,0,3
15.37,19,423,4,7,48,0,0,0,0,0,1,0,3
20.77,19,811,8,23,56,0,0,0,0,0,1,0,25
20,159,631,6,6,44,0,0,0,0,0,1,0,19
18.75,159,814,8,23,56,0,0,0,0,0,1,0,2
13,152,533,5,9,54,0,0,0,0,0,1,0,3
21.55,122,1513,15,29,25,0,0,0,0,0,1,0,2
20.67,57,122,1,42,32,0,0,0,0,0,1,0,31
20.18,17,1532,15,28,25,0,0,0,0,0,1,0,19
20.75,19,823,8,15,66,0,0,0,0,0,1,0,3
20.9,156,833,8,13,65,0,0,0,0,0,1,0,33
17.67,129,822,8,14,63,0,0,0,0,0,1,0,33
22.67,139,832,8,15,66,0,0,0,0,0,1,0,33
21.33,155,1223,12,2,28,0,0,0,0,0,1,0,19
21.3,19,513,5,9,49,0,0,0,0,0,1,0,3
22.23,139,414,4,7,43,0,0,0,0,0,1,0,3
23.82,159,1634,16,30,15,0,1,0,0,0,0,0,7
14,19,522,5,34,53,0,0,0,0,0,1,0,25
21.75,159,923,9,14,63,0,0,0,0,0,1,0,25
22,175,2221,22,21,73,0,0,0,0,0,1,0,7
19.5,129,422,4,7,46,0,0,0,0,0,1,0,7
20.73,139,1511,15,29,25,0,0,0,0,0,1,0,34
22.75,155,1121,11,27,23,0,0,0,0,0,1,0,19
22.4,159,215,2,3,38,0,0,0,0,0,1,0,25
22.97,129,2022,20,48,77,0,0,0,0,0,1,0,19
18.5,159,332,3,5,43,0,0,0,0,0,1,0,33
23,159,2221,22,21,73,0,0,0,0,0,1,0,19
21.83,19,631,6,8,44,0,0,0,0,0,1,0,7
21.45,17,322,3,20,69,0,0,0,0,0,1,0,34
22.63,92,631,6,6,44,0,0,0,0,0,1,0,3
19.92,159,334,3,7,43,0,0,0,0,0,1,0,34
20.58,139,511,5,9,49,0,0,0,0,0,1,0,3
20.5,159,1814,18,43,7,0,0,0,0,0,1,0,33
23.42,175,321,3,20,42,0,0,0,0,0,1,0,3
16,96,1633,16,38,15,0,0,0,0,0,1,0,33
23.5,155,1913,19,46,3,0,0,0,0,0,1,0,19
21,175,1432,14,1,22,0,0,0,0,0,1,0,33
20.8,127,1221,12,26,24,0,0,0,0,0,1,0,28
23.12,175,413,4,7,48,0,0,0,0,0,1,0,30
23.25,44,1234,12,25,31,0,0,0,0,0,1,0,8
23.25,19,1723,17,39,16,0,0,0,0,0,1,0,25
22.5,159,235,2,5,41,0,0,0,0,0,1,0,33
14,139,2533,25,37,25,0,1,0,0,0,0,0,33
23.12,159,911,9,12,58,0,0,0,0,0,1,0,19
22.08,96,411,4,5,43,0,0,0,0,0,1,0,33
10,19,915,9,3,34,0,0,0,1,0,0,0,33
22.17,139,1532,15,28,25,0,0,0,0,0,1,0,1
23,139,1614,16,41,76,0,0,0,0,0,1,0,4
14.25,19,722,7,20,68,0,0,0,0,0,1,0,33
13,139,1523,15,28,25,0,1,0,0,0,0,0,33
22.43,64,513,5,9,49,0,0,0,0,0,1,0,3
23.22,95,2515,25,29,19,0,0,0,0,0,1,0,19
20,159,1231,12,2,28,0,0,0,0,0,1,0,33
23.5,159,2514,25,31,19,0,0,0,0,0,1,0,2
21.5,175,413,4,8,48,0,0,0,0,0,1,0,2
0.22,27,1834,18,42,8,0,0,0,0,0,0,1,9
23.33,159,833,8,13,65,0,0,0,0,0,1,0,19
0.3,155,714,7,16,67,0,0,0,0,0,0,1,19
22.33,19,1633,16,38,15,0,0,0,0,0,1,0,3
0.4,159,624,6,8,44,0,0,0,0,0,0,1,19
20.7,17,932,9,16,61,0,0,0,0,0,1,0,18
22.75,142,1611,16,45,10,0,0,0,0,0,1,0,8
20,159,1231,12,2,28,0,0,0,1,0,0,0,33
13,124,331,3,5,43,0,0,0,0,1,0,0,8
3.58,159,2525,25,26,22,0,1,0,0,0,0,0,12
17,124,331,3,5,43,0,1,0,0,0,0,0,7
23.25,155,725,7,15,67,0,0,0,0,0,1,0,19
0.02,139,233,2,20,40,1,0,0,0,0,0,0,33
13,142,1034,10,25,31,0,0,0,0,0,1,0,7
23.22,129,2422,24,49,1,0,0,0,0,0,1,0,28
22.92,155,921,9,14,58,0,0,0,0,0,1,0,14
22.75,139,2234,22,34,75,0,0,0,0,0,1,0,7
0.27,159,2534,25,27,23,0,0,0,0,0,0,1,25
0.5,19,2515,25,30,19,0,0,0,0,0,0,1,2
0.17,159,313,3,20,42,0,0,0,0,0,0,1,3
0.5,155,1012,10,24,29,0,0,0,0,0,0,1,19
0.32,159,921,9,12,58,0,0,0,0,0,0,1,19
0.33,19,1424,14,1,24,0,0,0,0,0,0,1,3
0.42,159,623,6,17,44,0,0,0,0,0,0,1,19
8,139,1723,17,33,14,1,0,0,0,0,0,0,23
22.23,127,1123,11,28,27,0,0,0,0,0,1,0,25
23.87,17,1831,18,42,8,0,0,0,0,0,1,0,19
23.67,139,633,6,8,44,0,0,0,0,0,1,0,3
17,75,1833,18,42,8,0,0,0,0,0,1,0,33
0.5,139,333,3,5,43,0,0,0,0,0,0,1,3
0.08,139,321,3,20,42,0,0,0,0,0,0,1,33
0.92,139,2223,22,21,73,0,0,0,0,0,0,1,7
23.83,159,1634,16,38,15,0,0,0,0,0,1,0,30
0.5,139,1813,18,43,7,0,0,0,0,0,0,1,3
23.77,139,712,7,16,68,0,0,0,0,0,1,0,3
20.68,19,935,9,3,61,0,0,0,0,0,1,0,3
21.25,139,834,8,18,70,0,0,0,0,0,1,0,25
6.5,139,424,4,7,46,0,0,0,0,0,1,0,2
19,159,833,8,13,65,0,0,0,0,0,1,0,23
23.5,159,1934,19,44,6,0,0,0,0,0,1,0,33
0.67,19,1915,19,46,3,0,0,0,0,0,0,1,3
23.95,129,1921,19,47,5,0,0,0,0,0,1,0,3
0.6,19,1511,15,29,25,0,0,0,0,0,0,1,3
0.58,139,524,5,34,53,0,0,0,0,0,0,1,3
1.75,96,622,6,21,44,0,0,0,0,0,0,1,8
2.92,159,1122,11,28,26,0,0,0,0,0,0,1,19
1.5,19,1131,11,24,25,0,0,0,0,0,0,1,3
22.87,163,1115,11,28,26,0,0,0,0,0,1,0,9
23.58,19,1125,11,2,27,0,0,0,0,0,1,0,33
20,140,413,4,8,48,0,0,0,0,0,1,0,7
2,175,1014,10,24,29,0,0,0,0,0,0,1,3
20.5,139,222,2,4,39,0,0,0,0,0,1,0,25
21,159,613,6,21,71,0,0,0,0,0,1,0,18
2.27,159,711,7,20,68,0,0,0,0,0,0,1,7
2,159,211,2,2,35,0,0,0,0,0,0,1,3
2.38,159,311,3,20,40,0,0,0,0,0,0,1,19
1.25,155,1811,18,32,7,0,0,0,0,0,0,1,7
0.88,159,1414,14,35,22,0,0,0,0,0,0,1,19
2.22,142,712,7,16,68,0,0,0,0,0,0,1,3
1.92,19,2411,24,50,2,0,0,0,0,0,0,1,3
1.98,139,823,8,15,66,0,0,0,0,0,0,1,7
2.8,159,1731,17,31,16,0,0,0,0,0,0,1,19
1.62,17,2423,24,49,1,0,0,0,0,0,0,1,3
0.98,139,523,5,34,53,0,0,0,0,0,0,1,7
2.53,19,423,4,10,46,0,0,0,0,0,0,1,3
3.33,159,1024,10,22,30,0,0,0,0,0,0,1,2
1.08,17,1012,10,24,29,0,0,0,0,0,0,1,30
2.92,155,1011,10,24,29,0,0,0,0,0,0,1,3
0,139,634,6,21,49,0,0,0,0,0,0,1,3
3,27,1424,14,1,24,0,0,0,0,0,0,1,7
1.22,175,613,6,21,71,0,0,0,0,0,0,1,1
0.05,19,631,6,8,44,0,0,0,0,0,0,1,33
4.25,19,2234,22,34,75,0,0,0,0,0,0,1,3
3.5,159,1013,10,22,30,0,0,0,0,0,0,1,3
2.67,159,1533,15,28,25,0,0,0,0,0,0,1,18
0.83,96,131,1,2,33,0,0,0,0,0,0,1,33
0.75,175,1733,17,33,16,0,0,0,0,0,0,1,8
0.82,175,1733,17,33,16,0,0,0,0,0,0,1,8
4.07,19,312,3,20,69,0,0,0,0,0,0,1,7
2.72,92,1533,15,24,25,0,0,0,0,0,0,1,2
4.08,19,324,3,5,43,0,0,0,0,0,0,1,3
0.02,19,923,9,14,63,0,0,0,0,1,0,0,23
3.2,159,1122,11,28,26,0,0,0,0,0,0,1,19
5,139,1411,14,1,22,0,0,0,0,0,0,1,25
6,159,1732,17,35,21,0,0,0,0,0,0,1,33
23,19,1511,15,29,25,0,0,0,0,0,1,0,3
4,131,114,1,42,32,0,0,0,0,0,0,1,8
11.5,25,1733,17,35,21,0,0,0,0,0,0,1,9
5,19,2023,20,48,77,0,0,0,0,0,0,1,3
6.33,17,1824,18,42,8,0,0,0,0,0,0,1,19
5.1,59,1511,15,29,25,0,0,0,0,0,0,1,4
6.33,155,434,4,10,51,0,0,0,0,0,0,1,34
5,159,423,8,7,46,0,0,0,0,0,0,1,18
16.5,175,2515,25,29,19,0,0,0,0,0,1,0,7
7,19,614,6,18,71,0,0,0,0,0,0,1,3
5.93,124,1135,11,28,29,0,0,0,0,0,0,1,3
3.12,19,1935,19,43,7,0,0,0,0,0,0,1,3
14.33,96,1923,19,44,6,0,0,0,0,0,1,0,33
3,159,433,4,10,55,0,0,0,0,0,0,1,7
7.5,19,1522,15,28,25,0,0,0,0,0,0,1,2
21.5,156,1412,14,35,22,0,0,0,0,0,1,0,8
7,159,532,5,9,53,0,0,0,0,0,0,1,33
7.5,159,213,2,3,35,0,0,0,0,0,0,1,33
12,151,613,6,21,71,0,0,0,0,0,0,1,33
14.75,159,1411,14,35,21,0,0,0,0,0,1,0,3
22,159,2525,25,26,22,0,0,0,0,0,1,0,33
19.5,159,2411,24,50,2,0,0,0,0,0,1,0,18
6.92,155,1821,18,27,8,0,0,0,0,0,0,1,2
15.2,124,622,6,21,71,0,1,0,0,0,0,0,33
18,124,1634,16,38,15,0,0,0,0,0,1,0,7
23,159,1932,19,32,7,0,0,0,0,0,1,0,33
18,17,622,6,21,71,0,0,0,0,0,1,0,7
8,157,1421,14,35,22,0,0,0,0,0,0,1,2
12.33,92,632,6,6,44,0,1,0,0,0,0,0,3
0.02,139,1912,19,47,6,0,0,0,0,0,1,0,33
12,139,1122,11,27,23,0,0,1,0,0,0,0,4
22,159,232,2,20,40,0,0,0,0,0,1,0,33
5,139,123,1,2,32,0,0,0,0,0,0,1,15
23.83,159,215,2,3,38,0,0,0,0,0,1,0,7
22,159,833,8,13,65,0,0,0,0,0,1,0,33
21,159,1221,12,32,24,0,0,0,0,0,1,0,33
9,139,612,6,17,71,1,0,0,0,0,0,0,33
10,139,321,3,5,42,0,0,0,0,0,1,0,25
5.92,155,634,6,21,44,0,0,0,0,0,0,1,2
19.75,159,1422,14,35,22,0,0,0,0,0,1,0,33
18,140,333,3,5,43,0,0,0,0,0,1,0,4
17,159,1413,14,26,22,0,0,0,0,0,1,0,33
18,142,2213,22,19,72,0,0,0,0,0,1,0,33
16,139,423,4,7,48,0,0,0,0,0,1,0,25
21,159,825,8,15,66,0,1,0,0,0,0,0,33
5.67,124,1224,12,27,28,0,0,0,1,0,0,0,2
1,159,1223,12,2,28,0,0,0,0,0,0,1,33
18,159,1933,19,32,6,1,0,0,0,0,0,0,33
18,139,913,9,11,60,0,1,0,0,0,0,0,2
17,159,1724,17,33,16,0,0,0,0,0,1,0,33
1,159,1414,14,35,22,0,0,0,0,0,0,1,7
10.33,152,811,8,23,56,0,0,0,0,0,1,0,3
4.83,169,814,8,23,56,0,0,0,0,0,0,1,6
23,139,922,9,14,58,0,0,0,0,0,1,0,25
9,19,1921,19,47,5,0,0,0,0,0,0,1,3
9.08,155,1413,14,26,22,0,0,0,0,0,0,1,33
2.45,25,1522,15,29,25,1,0,0,0,0,0,0,9
9.5,155,1513,15,29,25,0,0,0,0,0,0,1,3
13.77,159,1014,10,24,29,0,0,0,0,0,1,0,25
6,103,1711,17,50,13,0,0,0,0,0,0,1,33
19.5,129,1651,16,41,76,0,1,0,0,0,0,0,33
8.25,152,2032,20,47,4,0,0,0,0,0,0,1,19
8.73,159,1231,12,2,28,0,0,0,0,0,0,1,3
9.58,103,123,1,2,32,0,0,0,0,0,0,1,8
14.13,124,112,1,42,32,0,0,0,0,0,0,1,25
9.5,95,124,1,2,28,0,0,0,0,0,0,1,2
22,124,124,1,2,28,0,0,0,0,0,1,0,33
9,159,1112,11,27,23,0,0,0,0,0,0,1,19
0,19,2024,20,46,3,0,0,0,0,1,0,0,9
22.25,159,1111,11,37,23,0,0,0,0,0,1,0,3
0.02,25,1915,19,46,3,0,0,0,0,0,1,0,9
9,139,812,8,13,64,0,0,0,1,0,0,0,9
8.17,139,413,4,8,47,0,0,0,0,0,0,1,3
10,19,922,9,12,58,0,0,0,0,0,1,0,33
19.5,159,2211,22,19,74,0,0,0,0,0,1,0,33
19,159,414,4,8,45,1,0,0,0,0,0,0,33
9.25,124,1925,19,46,6,0,0,0,0,0,0,1,33
17.42,139,1911,19,47,4,0,0,0,0,0,1,0,9
8.5,71,915,9,11,34,0,0,0,0,0,0,1,3
22.33,159,432,4,10,52,0,0,1,0,0,0,0,3
21,159,2521,25,31,19,0,0,0,0,0,1,0,7
21,159,1221,12,32,24,0,0,0,0,0,1,0,7
20.5,19,925,9,3,37,0,1,0,0,0,0,0,33
23.5,124,1424,14,1,24,0,0,0,0,0,1,0,33
11,139,1823,18,27,8,0,0,0,0,0,1,0,9
21,139,1134,11,24,27,0,0,0,0,0,1,0,33
9.5,142,1513,15,29,25,0,0,0,0,0,0,1,3
0.02,139,2222,22,21,73,0,0,0,0,0,0,1,9
16.62,139,1513,15,29,25,0,0,0,0,0,1,0,9
3,129,823,8,15,66,0,0,0,0,0,0,1,7
12.37,25,424,4,10,46,0,0,0,0,0,1,0,9
22,159,423,4,7,48,0,0,0,0,0,1,0,3
10.92,155,1524,15,28,25,0,0,0,0,0,0,1,19
10.25,155,1414,14,35,22,0,0,0,0,0,0,1,33
16,155,1133,11,28,27,0,0,0,0,0,1,0,3
8.5,155,934,9,16,61,0,0,0,0,0,0,1,2
13.92,152,811,8,23,56,0,1,0,0,0,0,0,2
10.67,155,911,9,12,58,0,0,0,0,0,0,1,2
8.58,139,823,8,15,66,0,0,0,0,0,0,1,3
10.92,152,1731,17,38,16,0,0,0,0,0,0,1,19
10.33,175,831,8,18,66,0,0,0,0,0,0,1,2
20.5,175,833,8,13,65,0,0,0,0,0,1,0,33
12.95,124,933,9,16,61,0,1,0,0,0,0,0,25
9.95,168,212,2,3,35,0,0,0,0,0,0,1,30
11.33,159,923,9,14,63,0,0,0,0,0,0,1,33
10.5,159,1223,12,27,28,0,0,0,0,0,0,1,33
11,125,124,1,2,28,0,0,0,0,0,0,1,8
3.75,96,1925,19,46,6,0,0,0,0,0,0,1,33
9,19,2222,22,21,71,0,0,0,0,0,0,1,3
11,159,622,6,21,71,0,0,0,0,0,0,1,19
0.67,139,2222,22,21,73,0,0,0,0,0,0,1,3
21,159,311,3,20,40,0,0,0,0,0,1,0,18
23,77,2213,22,19,72,0,0,0,0,0,1,0,33
3.25,117,1932,19,32,7,0,0,0,0,0,0,1,4
12,139,2213,22,19,72,0,1,0,0,0,0,0,2
14.4,141,1124,11,28,27,0,0,0,0,0,1,0,33
5.38,139,2213,22,21,73,0,0,0,0,0,0,1,3
3,140,1932,19,32,7,0,0,0,0,0,0,1,33
14,142,2011,20,40,4,0,0,1,0,0,0,0,33
14.42,159,1712,17,39,14,0,1,0,0,0,0,0,7
3,159,1935,19,43,7,0,1,0,0,0,0,0,33
8,19,722,7,20,68,1,0,0,0,0,0,0,33
10,124,1433,14,32,24,0,0,0,0,0,0,1,33
22,140,1731,17,30,16,0,0,0,1,0,0,0,4
10,25,1925,19,46,6,0,0,0,0,0,1,0,9
9,124,212,2,4,36,1,0,0,0,0,0,0,9
8,139,1431,14,35,22,0,0,0,0,0,1,0,7
15.5,25,112,1,42,32,0,0,0,1,0,0,0,9
8,152,2213,22,21,73,0,0,0,0,0,0,1,33
11.08,155,1011,10,24,29,0,0,0,0,0,0,1,19
22.5,159,1533,15,28,25,0,0,0,0,0,1,0,18
17,19,322,3,20,69,0,0,0,1,0,0,0,33
19.5,159,1633,16,38,17,0,0,0,0,0,1,0,7
10.75,152,1211,12,26,23,0,0,0,0,0,0,1,3
9.75,139,411,4,8,45,0,0,0,0,0,0,1,7
11.58,141,825,8,15,66,0,0,0,0,0,0,1,2
9,140,1212,12,1,24,0,0,0,1,0,0,0,33
8.5,141,2411,24,50,2,0,0,0,0,0,1,0,33
8.37,19,621,6,17,71,0,0,0,0,0,0,1,3
11.67,152,222,2,4,39,0,0,0,0,0,1,0,33
7.7,19,1531,15,37,25,0,0,0,0,0,0,1,34
9.75,159,1633,16,38,15,0,0,0,0,0,0,1,33
15,139,1922,19,47,6,0,1,0,0,0,0,0,9
21,159,831,8,18,66,0,0,0,0,0,1,0,33
7.75,155,511,5,6,49,0,0,0,0,0,0,1,2
12,139,2223,22,21,73,0,0,0,1,0,0,0,33
10.5,152,732,7,6,68,0,0,0,0,0,0,1,2
2.5,159,331,3,5,43,0,0,0,0,0,0,1,30
11.08,159,412,4,8,45,0,0,0,0,0,1,0,7
13.5,139,234,2,5,41,0,0,0,0,0,1,0,4
20,156,321,3,20,42,0,0,0,0,0,1,0,7
13,159,1522,15,29,25,0,0,1,0,0,0,0,33
11.83,139,1131,11,28,26,0,0,0,0,0,1,0,25
11.25,155,312,3,20,69,0,0,0,0,0,0,1,33
11,141,1531,15,37,25,0,0,0,0,0,0,1,2
14,139,411,4,8,45,0,0,0,0,0,1,0,3
12.33,141,1522,15,29,25,0,0,0,0,0,0,1,19
11.67,155,1132,11,24,29,0,0,0,0,0,0,1,19
15.75,152,1111,11,28,23,0,0,0,0,0,1,0,3
9.17,19,1122,11,27,26,0,0,0,0,0,0,1,7
11.5,159,1134,11,24,29,0,0,0,0,0,1,0,3
5.1,124,1112,11,27,23,0,0,0,0,0,0,1,7
13.25,19,1113,11,28,26,0,0,0,0,0,1,0,3
8,159,1724,17,33,14,0,0,0,0,0,1,0,33
12.58,155,1712,17,39,14,0,0,0,0,0,0,1,3
10.75,151,1612,16,41,10,0,0,0,0,0,0,1,3
19,159,1424,14,1,24,1,0,0,0,0,0,0,33
13.5,150,1632,16,36,17,0,1,0,0,0,0,0,25
8,96,1621,16,45,11,0,0,0,0,0,0,1,33
16,159,234,2,5,41,0,1,0,0,0,0,0,33
21.5,159,232,2,20,40,0,0,0,0,0,1,0,18
13.43,78,922,9,12,58,0,0,0,1,0,0,0,9
12.05,75,833,8,13,65,0,0,0,0,0,0,1,33
1,163,813,8,23,56,0,0,0,0,0,1,0,9
12.33,155,1112,11,27,23,0,0,0,0,0,0,1,19
8,139,614,6,18,71,0,0,0,0,0,0,1,4
11.67,19,2531,25,29,25,0,0,0,0,0,0,1,3
3.75,159,921,9,14,58,0,0,0,0,0,0,1,7
11.5,112,113,1,2,32,0,0,0,0,0,0,1,7
22.5,159,2514,25,30,19,0,0,0,0,0,1,0,18
12.13,139,1211,12,1,24,0,0,0,0,0,0,1,2
20.08,159,511,5,9,49,0,0,0,1,0,0,0,7
20.1,159,1913,19,32,5,1,0,0,0,0,0,0,25
2,139,523,5,9,53,0,0,0,0,0,0,1,7
10.67,139,524,5,34,53,0,0,0,0,0,0,1,7
1,140,523,5,9,53,0,0,0,0,0,0,1,33
7,155,524,5,34,53,0,0,0,0,0,0,1,30
6,139,934,9,16,61,0,0,0,0,0,0,1,33
12.92,159,915,9,11,60,0,0,0,0,0,0,1,3
0,139,2124,2,4,39,0,1,0,0,0,0,0,23
12.25,75,513,5,10,51,0,0,0,0,0,0,1,33
9.83,159,334,3,7,43,0,0,0,0,0,0,1,7
12.25,19,2532,25,37,25,0,0,0,0,0,0,1,3
5.25,155,533,5,9,54,0,0,0,0,0,0,1,3
11.83,159,1533,15,28,25,0,0,0,0,0,0,1,28
7,139,2211,22,19,74,0,1,0,0,0,0,0,33
22,142,915,9,11,60,0,0,0,0,0,1,0,33
10.58,124,112,1,42,32,0,0,0,0,0,0,1,33
12,152,2013,20,48,77,0,1,0,0,0,0,0,31
10,159,911,9,12,58,0,1,0,0,0,0,0,9
14.62,57,1831,18,42,8,1,0,0,0,0,0,0,33
12.85,75,1834,18,42,8,0,0,0,0,0,0,1,33
11,19,314,3,20,42,0,1,0,0,0,0,0,25
11.78,159,1532,15,28,25,0,0,0,0,0,0,1,28
12.5,155,321,3,20,42,0,0,0,0,0,0,1,2
10,139,2531,25,29,25,0,1,0,0,0,0,0,9
13,141,621,6,17,71,0,0,0,0,0,0,1,2
21.5,159,831,8,18,66,0,0,0,0,0,1,0,33
11.5,92,835,8,18,70,0,0,0,0,0,0,1,18
11.48,156,323,3,6,69,0,0,0,0,0,0,1,3
4.72,19,223,2,3,38,0,0,0,0,0,1,0,9
18,156,1833,18,42,8,0,0,0,0,0,1,0,9
10.5,19,421,4,7,43,0,0,0,0,0,0,1,7
3.75,159,921,9,14,58,0,0,0,0,0,0,1,7
12,2,624,6,6,69,0,0,0,0,0,0,1,33
8,152,222,2,4,39,0,0,0,0,0,0,1,25
0,139,1925,19,44,6,1,0,0,0,0,0,0,9
13,112,113,1,2,32,0,0,0,0,0,0,1,3
15,25,234,2,4,41,0,1,0,0,0,0,0,9
0,139,2424,24,49,1,1,0,0,0,0,0,0,9
12,139,2222,22,21,73,0,0,0,1,0,0,0,9
12.17,159,1133,11,24,26,0,0,0,0,0,0,1,7
12.25,155,1121,11,27,23,0,0,0,0,0,0,1,3
13.05,155,735,7,17,67,0,0,0,0,0,0,1,30
12.55,36,434,4,10,51,0,0,0,0,0,0,1,19
20.12,139,2411,24,49,2,0,0,0,0,0,1,0,25
13.38,19,2411,24,49,2,0,0,0,0,0,0,1,3
12.5,175,532,5,9,53,0,0,0,0,0,0,1,33
10,124,532,5,9,53,0,0,0,0,1,0,0,9
12.75,19,2413,24,50,2,0,0,0,0,0,0,1,3
15,19,531,5,9,49,0,0,0,0,0,1,0,4
8,139,2223,22,21,73,0,1,0,0,0,0,0,9
13.25,150,1211,12,26,23,0,0,0,0,0,0,1,3
13.5,139,2232,22,34,73,0,0,0,0,0,0,1,4
18,142,2213,22,19,72,0,0,0,0,0,1,0,33
20.67,175,1422,14,26,23,0,0,0,1,0,0,0,3
14.5,152,1421,14,1,24,0,0,0,0,0,1,0,3
13,143,1834,18,42,8,0,0,0,0,0,0,1,9
13.25,19,1033,10,12,30,0,0,0,0,0,0,1,2
12.17,142,612,6,21,71,0,0,0,0,0,0,1,3
7.43,19,331,3,5,43,0,0,0,1,0,0,0,25
11,140,1222,12,27,27,0,0,0,0,0,0,1,3
9,139,222,2,4,39,0,1,0,0,0,0,0,9
12,143,223,2,4,38,0,0,0,0,0,0,1,33
13.25,155,1512,15,29,25,0,0,0,0,0,0,1,3
12.58,19,1523,15,28,25,0,1,0,0,0,0,0,25
9,139,2532,25,37,25,0,0,0,0,0,0,1,4
14,159,1713,17,39,14,0,0,0,0,0,0,1,3
13.75,141,1133,11,24,27,0,0,0,0,0,0,1,19
13.75,57,914,9,11,60,0,0,0,0,0,0,1,33
11.4,175,1232,12,27,28,0,0,0,0,0,0,1,25
13.13,175,835,8,18,70,0,0,0,0,0,0,1,33
17.5,64,733,7,17,68,0,0,0,0,0,1,0,30
13.92,152,2524,25,31,20,0,0,0,0,0,0,1,33
12.28,168,1132,11,24,29,0,0,0,0,0,0,1,19
12.5,152,621,6,17,71,0,0,0,0,0,0,1,28
7.17,155,2232,22,34,73,0,0,0,0,0,0,1,30
12,153,834,8,13,70,0,1,0,0,0,0,0,2
13.8,141,1222,12,2,27,0,0,0,0,0,0,1,3
23,141,2033,20,46,3,0,0,0,0,0,1,0,33
17,159,1922,19,32,6,0,0,0,1,0,0,0,33
14,155,621,6,17,71,0,0,0,0,0,0,1,28
11.25,139,413,4,8,47,0,0,0,0,0,0,1,9
12,168,631,6,8,44,0,0,0,1,0,0,0,4
13.17,159,524,5,34,53,0,0,0,0,0,0,1,19
13.53,155,822,8,14,63,0,0,0,0,0,0,1,28
9,139,1611,16,41,9,0,0,0,0,0,1,0,9
17,139,1614,16,41,10,0,1,0,0,0,0,0,9
9.5,152,412,4,8,45,0,0,0,0,0,0,1,3
14.92,155,1222,12,2,27,0,0,0,0,0,0,1,19
14.55,152,412,4,8,45,1,0,0,0,0,0,0,2
7.5,124,322,3,20,69,0,1,0,0,0,0,0,33
21,19,921,9,12,58,0,1,0,0,0,0,0,7
19,159,1432,14,1,21,0,0,0,0,0,1,0,33
21,175,1222,12,2,27,0,0,0,0,0,1,0,33
14.42,124,1123,11,27,23,0,0,0,0,0,0,1,33
0.02,22,1224,12,27,28,0,1,0,0,0,0,0,9
13.5,141,2431,24,49,1,0,0,0,0,0,0,1,2
14.42,159,1123,11,28,27,0,0,0,0,0,0,1,28
15.02,175,932,9,16,61,0,0,0,0,0,0,1,19
11.5,95,1831,18,42,8,0,0,0,0,0,0,1,30
11,139,832,8,15,66,0,0,0,0,0,0,1,4
